9143 28391
1840 4789 -328
132 1200 -95
8278 4269 873
3130 7502 508
7135 4407 -159
4720 7701 -673
428 7662 23
9038 2868 396
4927 6156 360
2692 1492 856
8912 5501 154
6804 9117 -499
5121 7418 -365
7182 1514 -875
8048 6650 878
7174 8001 948
6128 3094 -930
1951 1778 841
1444 4883 -78
4887 4611 -451
8219 4811 628
5262 5693 -809
5027 3953 849
7970 4045 584
3686 1228 -844
4769 75 -538
2834 7777 -245
200 8053 222
5585 1831 -54
7285 8021 -94
4023 2987 462
7934 5528 -443
7083 3812 639
3831 975 595
2508 6740 -699
4450 1890 -787
1381 3239 -883
1041 365 447
3543 4547 -123
6011 3564 -96
4687 1287 -533
3783 6386 -584
4826 3193 643
8037 8615 -88
6466 7495 758
5695 5468 -547
3487 4666 757
6241 947 -834
5640 103 5
8216 4307 83
1016 8975 -127
7827 701 -446
6932 1303 -345
7977 1501 366
8356 8135 648
5887 4981 -594
7175 607 585
436 2221 -91
4750 1638 199
3233 1376 324
2229 7196 -939
6570 7354 160
6199 2329 -861
2875 4989 710
908 7897 -888
8879 4923 -67
2308 5459 -547
6448 5639 820
9078 7692 -118
7402 7694 -349
4766 8582 -787
6260 5370 767
3827 4809 -10
733 396 -131
718 5188 -283
2728 6470 -510
4376 5217 652
8274 3454 -652
5307 8958 852
788 196 -214
1212 5725 -332
5469 6598 415
7132 993 -286
3222 1521 166
3532 1255 266
1761 2383 100
3334 4381 -264
3260 6154 -336
5448 264 -418
3075 7729 784
7476 5811 939
5822 4641 774
4508 3671 977
8528 5345 678
3925 1086 76
2104 5943 -84
5585 4280 153
4515 4328 234
8094 5379 862
8977 9118 476
4652 1681 707
6765 7582 -74
6800 509 -164
8168 4123 -412
183 4272 -999
1552 5023 -308
595 1253 219
4883 7240 -644
8996 1140 55
2056 7192 -766
5883 4410 622
6265 4985 915
639 3851 653
6589 3456 63
9051 4732 -459
8792 1126 -157
6576 1210 -890
251 1610 -260
6975 6153 -481
5973 2436 -290
2349 1960 983
6303 8884 -318
5592 7055 -80
5376 8877 -84
458 9076 727
7796 2058 -83
2699 2784 -593
5695 3844 -916
8785 5622 -218
744 4225 -571
8782 5717 538
4397 3307 -930
6145 6331 -451
5632 6354 375
544 6210 -506
7877 1070 -799
7502 179 224
8211 2374 -301
3083 6085 695
4078 3277 717
7862 7499 -786
7057 5633 999
7989 3418 -253
5394 8018 933
2689 7237 460
4410 7370 653
9058 2511 688
5064 8453 -587
5979 6543 -38
349 7489 280
5886 7483 -607
7528 1989 662
1722 5379 451
5644 8967 459
2894 653 -317
4884 5958 -177
4003 5569 -539
7431 3925 -41
6183 362 -907
4237 190 476
500 6317 -690
2968 7599 -710
6486 4050 240
8589 5555 958
3723 5231 655
5292 1653 439
5601 4520 -684
5189 4167 -435
9042 8246 17
4711 3479 -303
2346 1587 -871
6348 5260 109
9081 8758 -392
8596 5190 311
2471 5999 -605
3034 3775 -553
6817 7695 -660
7394 7484 -852
2080 5740 446
4704 4096 217
6426 3288 652
7628 3684 -334
1375 5412 -814
8597 1993 314
4951 1137 -655
4648 7486 309
184 4709 207
1409 8925 -585
7073 7658 222
4875 1002 764
4653 7128 -282
1265 7002 503
6500 2646 -188
2736 794 573
158 3195 713
860 4720 -172
1373 155 -203
1712 8995 -438
84 3696 -696
705 8406 49
1257 8459 -20
4299 4157 783
1985 371 702
5097 6656 -67
3227 1103 3
1279 8254 -930
5439 217 -389
43 2795 -753
1958 5682 -362
6668 5779 518
3046 2745 -247
1376 163 334
1003 3362 602
2358 2269 -977
1205 8759 -55
8216 2416 36
964 565 835
5032 934 718
2119 6741 -696
830 4546 -174
6247 3589 -637
1628 4306 -1
7105 7285 373
278 2619 852
28 4286 -648
2079 5376 679
6810 971 -911
3983 7498 -603
340 7551 -688
1848 1309 713
3351 3989 552
1547 1814 -896
1173 530 565
1636 6809 504
1593 4456 735
7952 3708 697
5733 2607 -583
385 7343 -861
7084 4712 416
1390 1378 50
471 6165 -966
4966 408 165
3131 799 -825
4870 8762 374
5293 6118 312
1920 4453 99
6012 4362 -85
4054 3551 510
6825 8087 -941
5528 455 -379
1108 9021 745
1549 7352 -48
680 6086 625
2078 6447 398
6810 3416 -712
7779 7916 602
5063 4361 903
8263 3523 -540
2443 7379 -39
3444 2853 862
4940 1522 236
2375 7674 -265
5623 7215 649
183 7896 -838
1793 6819 213
2579 9106 -832
5591 8888 -349
5555 204 -599
4170 4310 364
4070 7145 -588
6162 6906 -34
7561 5362 -620
1428 3574 -333
4514 6846 854
6326 9039 -502
4300 2972 -381
4352 2005 -749
5128 263 326
1497 6876 -782
1660 9006 -454
7546 382 356
2239 1510 293
7802 1683 -726
4701 8139 -337
1777 7516 -987
3237 8189 851
368 8250 -194
8536 5255 273
3537 1138 788
7136 602 -645
3873 8499 100
876 8418 -741
2425 4802 861
6776 477 -332
47 590 988
1482 3907 -462
4507 3068 659
4174 2747 -12
1389 4133 833
6800 6506 -354
6400 2354 699
7188 8578 532
745 670 -607
5825 8183 -477
5019 7256 -129
6568 8717 -356
5546 373 438
7546 4889 -526
50 8062 64
4846 4519 9
6147 5310 391
3887 1013 737
6285 59 -986
7717 1021 341
1765 8815 534
4510 8123 496
4136 3915 -25
674 5669 -728
2018 15 97
3493 3290 246
3456 2105 -314
393 1807 -971
8251 5471 521
5677 875 299
3506 3066 -984
8458 5379 -252
3776 2300 -122
2390 694 -136
3780 6105 -202
2187 3594 762
8431 4381 -743
3810 8023 -777
8202 5098 -442
6731 4554 546
8810 4906 997
3877 5955 767
6439 9002 662
4960 2968 -607
323 8555 985
3167 6926 992
6319 300 -71
2743 4120 -309
8367 7712 -927
6793 6806 589
5395 2069 -36
1194 1348 -365
1365 8867 169
7881 8327 -509
7259 3714 -309
6078 7659 -823
7405 2511 -624
4677 8728 -775
7188 573 -10
5367 1829 674
1153 2652 -711
2850 7442 334
9107 3258 -756
2469 3682 80
82 7865 1000
4746 5193 852
4512 643 395
1971 2477 56
813 1672 701
2887 7184 -629
7603 802 92
1898 312 801
4367 5218 581
2113 1974 -363
7789 8817 -417
1750 6254 -598
5630 167 -134
5438 4291 995
282 2651 -28
1672 1403 201
8961 7038 18
2343 633 893
8287 8498 198
6895 4091 641
5436 4691 205
6326 1912 560
4607 535 -708
5836 3664 -997
7034 2138 467
6604 7372 569
9141 224 154
2404 2641 -513
2291 214 -776
7924 3791 857
7363 6028 -454
7677 2900 533
2360 2086 -445
4032 5272 749
6629 1657 343
1612 5544 514
3930 6276 -988
2307 8471 268
8985 1273 -136
321 6376 507
5419 5049 -548
3639 1696 -678
8130 8786 -929
2263 2316 251
4960 2076 -703
8413 7293 -716
4045 3642 471
7000 5156 194
2570 1399 -108
7719 2675 934
7916 5339 -906
4482 5037 -827
6297 3149 -765
5750 4284 -630
3389 265 -969
502 7801 741
5878 1145 375
7034 1193 815
7927 7177 -16
1106 8441 141
4260 8296 -572
3428 1489 -494
650 963 -678
291 86 -582
5020 8229 -580
6768 7208 749
2147 8551 -71
8803 5428 923
13 1546 326
8364 1007 385
3764 2601 -370
9085 572 90
8694 1124 242
6775 3189 -162
7727 6532 544
8608 1382 -61
7407 536 -109
1676 2905 -103
7892 3543 -912
8094 7137 -56
8107 317 114
858 696 907
520 2618 831
2366 1976 814
6416 4840 817
3092 3103 -225
7973 6517 -96
5674 6444 -761
3514 345 -426
5012 6720 -299
4662 2401 509
5438 8716 811
1704 3077 -87
8098 721 604
8542 1405 190
7265 7910 946
5905 3295 -362
4443 1886 122
3423 1251 -889
4139 3494 -723
9081 1600 -251
8399 7640 -944
5909 5528 -305
5094 3948 734
7272 2526 -929
8653 7106 924
756 1560 574
1631 8189 -332
3813 9097 60
4623 872 355
7267 380 -438
3027 377 -537
2069 7133 53
8299 7460 -835
4457 5727 619
4007 6575 226
2707 1256 -574
8880 1277 252
6415 2578 816
9026 6044 -134
5081 6205 -354
8722 6218 -101
4084 7876 777
4934 2319 -65
7963 2842 878
3473 1160 669
5348 6509 478
2922 915 560
5663 9002 622
5363 2522 541
1950 3220 -266
4521 5705 129
1939 8986 -284
6860 7180 254
6591 838 -833
5250 1298 -503
7578 3565 323
4025 3460 -847
1094 4289 -612
6629 1698 -371
1726 4721 444
5237 697 -533
1817 8463 -954
3347 4101 -61
7060 2419 -804
5570 4646 -685
5339 2701 -237
2894 7265 892
3234 2523 -527
6445 8605 786
2734 8981 989
3152 181 -173
2418 582 -70
3640 657 162
968 2870 11
1764 4074 674
4091 1920 556
1061 7622 294
2701 2034 714
619 787 304
2403 6584 527
1065 6283 155
7747 6790 455
5737 2252 737
1834 5853 -580
3688 4775 -266
6375 8053 656
3334 5545 -932
8948 1091 -485
4975 4124 954
6905 5414 -667
2836 4014 -527
2206 3768 -533
1776 1282 841
6231 8716 661
5060 2828 -37
6836 2489 231
8528 4964 -962
2335 4275 629
2722 721 -405
502 4311 528
6437 7475 985
5056 8841 717
4320 4732 410
7033 993 -768
2849 684 -183
3294 4200 -581
275 6277 644
3737 4441 -413
1372 575 931
476 5548 969
4030 647 -944
8563 1464 790
6830 6374 -841
4720 1588 894
1610 4592 -856
3491 6596 29
3085 5956 474
1664 7456 58
2336 3851 -804
2562 7595 768
7676 8767 -527
966 2830 -350
22 4794 -985
3427 4820 -896
2776 6606 515
1832 7817 865
5762 6987 -622
8364 3601 357
2778 3879 -201
6686 4836 -577
6013 7070 142
5203 5558 850
7511 3840 -561
8556 3747 -92
8184 3904 -190
2016 6056 708
2006 3343 566
8092 288 805
2394 5228 172
6342 3155 724
1966 3937 -957
267 6188 59
2107 6457 -206
2573 8914 597
23 2429 -413
4451 7350 -893
146 9071 375
2466 3388 -572
2363 5479 -370
7348 1114 39
5140 6837 -871
1549 4310 -185
2690 5497 -240
5231 5599 -485
5508 452 790
4206 4042 -494
3270 1464 414
7707 7601 -91
8218 6313 -416
8068 6722 -873
5483 6754 -662
3154 6020 446
3873 784 -625
3157 8057 -212
7660 7689 171
4584 1083 984
1400 7981 162
644 452 -91
6592 7607 966
5767 5395 174
2928 4241 -777
1274 420 548
3430 2663 608
59 6546 848
5648 9012 973
7911 6161 352
3073 2615 569
7886 2074 622
8675 1398 -603
2365 1825 -987
4847 3463 -905
2775 2951 -668
9039 407 -33
1410 545 -236
8254 1022 -834
2600 8245 232
4622 3337 777
5047 875 -449
6240 2482 712
1913 6167 -699
7818 7538 167
5895 1979 651
3208 5778 408
4888 6154 706
6673 1667 -272
6268 7177 -879
3692 1514 -326
2471 4953 686
8284 4338 -711
2392 7125 520
8304 4101 -593
2335 3471 -261
4814 3221 943
6508 2210 748
4256 1369 216
8165 2367 -655
8292 3701 -371
3474 4690 -233
1316 4856 95
1706 5334 271
2290 642 803
4560 7257 -894
6948 736 -923
2042 776 969
6432 1230 -265
7413 7958 716
8124 4593 -608
588 5147 767
3168 4927 -137
7746 7912 285
3625 6113 22
1747 3782 -685
3570 1477 736
8214 8440 202
5983 518 511
2283 7059 -992
9014 1503 213
566 8240 -51
4962 1872 -915
71 3719 935
1467 7999 964
7883 5427 -988
6953 4794 -493
2212 8822 -281
3257 799 -282
1219 3678 476
3533 2992 -569
5914 2048 -430
7288 6615 -488
6978 2434 440
1940 4583 -554
2582 385 -291
8239 3193 997
639 2440 -87
4857 2086 -136
3680 191 375
142 1862 -482
4045 2142 76
6615 1507 910
8413 4692 290
6797 1533 -113
3490 2383 73
12 5051 97
6115 3144 251
8304 7729 185
2842 7154 680
8695 4938 515
9092 5979 -840
2006 5717 -218
1523 7713 249
2585 8682 4
3737 3112 944
3609 8049 -708
731 3688 -977
1076 1302 -492
746 3688 626
1698 8986 716
8356 1703 324
6522 1679 421
6207 4566 7
1330 7168 -351
545 8350 635
3333 6416 -576
3212 5879 -282
7124 5547 412
1557 6308 -531
4133 2577 -753
8552 6013 -125
6411 7968 -493
6490 7220 -991
647 378 727
6908 1941 174
7612 6958 474
4557 8531 348
676 8897 -582
1003 8809 -182
7280 7485 -373
8905 3134 -914
2253 6460 -750
1609 4861 -808
2850 3253 971
8254 3013 -640
75 7273 -757
5037 6651 884
7648 3631 -246
5191 6069 -741
4552 1033 -133
3204 3712 73
3231 6345 275
4545 5113 -114
8781 7822 -769
3746 4637 -881
335 7692 -430
6519 7538 385
4053 5713 376
3621 5403 -574
673 4512 -438
2695 6208 427
7807 2310 -292
7733 6970 -107
8611 2791 820
5573 2717 335
2561 5313 -21
3409 6643 -380
7493 7941 319
6089 4353 249
6990 3234 -332
1761 5659 857
6269 2833 884
6139 980 -803
1246 5460 654
7703 7290 892
7991 7360 92
5255 4614 889
2886 4363 -460
6061 5280 116
3794 7010 573
6949 8571 657
5717 8324 856
9136 3084 -902
3878 2151 274
3043 1349 50
2396 9086 -994
7663 3114 -397
434 6429 -292
7685 6096 -525
5351 7879 345
6236 930 -862
6373 6074 -879
6392 4588 -239
1863 8905 -638
4010 7853 -411
2135 6412 301
5452 3977 547
5376 4181 453
1635 6100 969
6230 1755 -21
2589 6102 -849
410 4503 -166
6513 6853 476
4552 2798 224
4718 3599 -594
6172 7930 459
1545 1932 299
1328 4129 -656
2156 7123 -431
39 2422 -306
4921 4593 593
3025 5108 -369
623 7118 -653
5825 2618 453
4500 4441 -865
4402 5918 -603
5982 6563 696
568 2880 338
6686 4321 478
627 8197 -919
4681 7069 162
7457 6820 -493
7100 1159 -578
3410 818 172
1046 8930 -470
1380 3757 291
1768 8572 491
1420 7191 -28
1299 1495 723
291 1782 754
57 3452 324
301 7396 -379
3694 1331 615
5482 5647 779
1361 8401 399
5171 4167 -299
5260 5528 832
5487 3048 612
2658 5079 908
6053 2806 -432
6934 216 -587
170 6021 -302
2332 755 -961
4095 799 -69
4629 5138 419
3371 8217 273
637 8819 -697
9119 4561 770
1127 7888 -687
4474 1768 143
3416 7360 700
4356 407 -605
3590 8136 440
4121 2321 561
3246 3973 -5
130 3195 -815
5997 3237 -557
8659 7805 112
5393 1324 -689
2974 7858 490
820 8297 214
6588 3555 -193
2603 4003 -270
537 5414 920
6177 2336 416
5164 1315 265
7132 11 426
6088 55 61
6894 5921 -268
4865 4631 789
3842 8197 -935
479 3730 -505
8012 4353 -364
1692 1561 -529
3821 4671 141
1330 7744 738
6698 1683 -566
3952 5989 409
7702 5410 781
4663 7618 854
376 3060 124
5684 5527 -860
3392 2824 58
203 2518 -272
7108 1871 107
1485 2641 997
7801 4110 -745
4872 5997 -736
1609 9140 501
1995 4354 -825
4066 7577 -291
8647 8010 872
7897 8207 -249
4774 8226 8
6230 8580 315
6140 667 -818
3145 2402 848
1329 3688 445
7551 1393 -414
4204 2547 -874
958 6710 154
1841 7287 140
5570 7971 552
1224 1190 -498
435 1781 733
6755 4665 -158
4737 8651 437
6211 3697 368
818 6931 14
7486 7230 -419
2068 5911 598
5520 5645 335
2218 6284 -853
1376 8330 -381
4092 310 515
294 3222 940
4624 4338 855
6327 2332 298
2088 5030 728
4827 4086 -226
8967 8347 662
5657 940 -369
7090 254 652
8277 869 871
2983 3335 -147
3210 9107 399
4839 6723 816
7813 3803 -113
3978 8668 -814
4495 2442 668
2376 74 601
6972 2121 28
8888 7640 195
9107 1489 -956
8183 7627 412
3069 8859 791
88 3493 -801
1030 1336 -846
7506 7108 859
5676 6981 -12
36 6767 -393
3581 977 178
2818 2633 -430
3467 2549 105
5082 6405 805
7802 7284 676
1852 6289 215
6947 782 581
2865 3028 455
1889 2108 677
233 1617 768
2156 5863 -103
8644 8484 -7
7785 8501 -31
6717 8531 -320
179 8400 473
8565 3353 -3
5772 8054 -570
913 6809 427
5735 942 719
1387 5540 325
1316 8894 -498
48 6495 312
3701 8887 -116
1339 7652 -732
3198 2537 734
904 2822 -496
4209 7642 -144
4917 42 -341
8045 8790 -941
3350 4365 -779
1141 7454 -110
71 6309 924
5256 6914 -216
1931 6741 -15
4743 8352 -221
7982 4762 639
5631 7250 -89
7633 636 -285
1576 7576 77
8209 8113 -259
3266 385 229
6817 674 408
8076 1577 673
2276 7529 895
7006 455 69
4937 6266 499
8573 5858 -607
571 1556 152
6175 2635 -374
1908 875 960
994 347 -664
813 547 995
1471 3027 -797
6511 3091 -447
5675 2527 223
8422 3494 586
3603 2139 279
5909 6229 -976
4002 5265 413
4031 783 968
6817 8174 -563
1862 1156 -554
1252 2760 397
3793 1802 349
4997 3996 56
8926 8975 -779
7321 831 149
4373 4784 948
7370 694 6
6787 3600 318
709 7982 930
6859 5955 907
2669 2494 -809
5413 6809 903
2555 4705 833
2222 4014 722
2586 8618 451
6671 2046 403
6957 8139 -259
1199 7441 96
162 6189 -102
2527 1107 -157
4890 6430 220
1830 9053 188
6165 4444 844
8168 1488 -819
8956 8725 79
7864 7458 -771
2895 1746 -228
6638 3297 905
3171 3448 625
4071 1993 -780
1844 4206 -67
2675 8924 -915
1148 7347 -650
3221 762 771
3528 3432 -966
57 2681 587
5170 3341 -707
8984 5910 407
8576 6245 -196
6549 896 965
5103 2137 374
5589 440 -929
1050 7426 197
8432 4220 104
1846 3043 -367
1256 1556 -316
5236 1364 -710
3030 7617 -523
3977 1756 170
8052 1087 520
4470 352 332
9134 6993 -470
2083 6888 485
3866 8791 665
6334 4483 -633
6580 3140 753
7078 5052 502
9087 5859 845
9034 286 -272
4596 391 -169
7651 5289 -517
4049 7026 -110
1074 4532 446
4677 1280 -155
8578 8647 -406
8872 8417 659
5681 5871 -663
1615 1563 -971
8457 6817 490
4531 8050 -657
938 6050 400
2516 7734 -134
7219 7656 -160
6923 3233 990
2043 3415 280
4982 327 -90
3525 1117 -867
4609 4759 11
1907 4880 -630
2450 6473 -930
8234 2615 -51
2965 1570 -480
5140 7335 843
4602 5526 -484
4942 3635 200
8888 8851 -300
7393 2831 -269
3280 8402 311
8048 6932 506
4192 4930 -30
8094 923 -354
2878 3470 -215
8508 157 -75
5279 3945 -792
3081 419 439
5378 6073 -35
4229 1272 -521
5108 8578 98
3063 716 410
297 5326 -15
562 4318 -138
2352 5365 -389
824 1550 657
7796 2690 438
7194 622 716
7356 827 649
6622 6506 -515
6409 5712 -97
6066 1607 -749
2147 881 -104
5880 1897 125
2579 651 -790
5514 3400 952
1639 5535 -684
4985 3320 -634
2786 163 -886
4514 831 822
80 675 561
202 4782 -624
5185 1615 566
2062 6090 -392
2156 6456 0
1453 7702 -815
1488 1114 458
5953 9133 624
2976 3058 917
2516 1469 -252
1452 4753 -115
105 8883 674
2639 8950 -410
7027 7100 -371
3768 2724 124
8515 2501 887
6517 8093 466
212 659 -492
1366 197 -585
8806 5403 661
159 7025 -999
5630 6997 60
8227 2746 -395
4576 7334 448
1841 5214 -438
1160 7407 -773
4374 1816 845
1681 4417 -831
548 7755 984
6644 3862 883
3034 338 778
7882 5756 -650
2096 8742 -177
1002 741 -662
8140 7553 777
4635 5105 41
5088 4507 -279
4015 8835 299
5344 2120 -578
6312 5003 135
5853 8548 65
6933 1340 470
6002 824 38
1151 8549 418
29 8756 959
441 68 795
2696 1291 -718
68 20 480
8514 7823 15
5518 18 -599
1386 4036 -518
3828 3278 -539
352 4228 -864
834 3743 -291
3135 4023 -127
4653 7227 -876
3588 3858 -736
300 4782 485
7954 9077 136
8525 2275 -606
1661 79 -721
6055 5046 731
3061 8719 604
1209 1912 1
5308 2963 -48
2984 1052 -200
2323 2144 -456
4870 1466 290
1451 5145 -364
8372 1172 173
6834 3117 930
3888 7766 -644
124 8787 -984
1652 2399 -290
1021 5494 -797
941 3415 27
663 5372 -26
7960 964 37
5912 1387 919
4100 6700 -452
40 3409 -222
983 6944 -932
3009 8086 -591
7974 1011 541
2506 8682 489
1421 6560 745
7401 318 -119
4509 6398 172
5196 5404 -898
7056 4791 -746
2589 3841 825
9105 6363 -172
2858 1067 575
6967 844 762
2711 8478 9
820 8051 -717
8270 4360 -317
8265 5471 915
4007 3774 297
6938 5656 -668
7888 3155 -282
2978 2414 -800
247 2744 409
6589 6592 -576
3940 7468 -677
3182 1974 -401
3473 6986 722
392 7890 -307
7131 5252 719
5284 5712 313
3194 8538 -316
4191 220 -994
6361 4901 -450
7372 6813 925
6515 8917 -496
5346 2904 867
3013 527 -813
7761 2203 -42
1911 9084 -738
4726 6056 -611
3443 2992 22
3137 6526 388
391 617 525
3906 808 -787
601 1733 -192
7864 5718 -89
516 2104 87
3884 153 660
3246 7144 -507
1327 9053 70
3050 1623 584
2078 5185 -796
6937 4129 467
2786 1033 422
570 5470 -426
7890 5319 -620
6585 6 268
8540 2042 -253
1317 5606 -277
3010 5267 686
6317 2383 938
1460 964 958
8201 5450 695
3000 5553 370
3158 3375 323
6682 7879 631
121 7302 -530
6212 7800 548
6448 1816 -672
92 6806 203
4140 325 -719
4526 6453 -303
2340 6364 710
4091 3612 686
2824 4594 -802
5729 9043 844
3124 4617 -353
790 3382 -684
2833 3046 225
1706 3361 692
5503 4171 -20
6999 1190 482
6538 1073 -199
1858 552 -437
400 5959 -83
8539 8031 -381
502 4732 974
379 136 590
8155 8714 -815
78 6563 -214
8410 634 -881
7710 178 783
5930 2087 577
4371 3361 -192
7054 5451 744
3618 103 -69
6387 3520 -195
1431 1188 -22
7891 4451 -620
8110 6281 92
3100 1961 -512
8210 2545 -708
3580 2485 54
391 5691 317
3473 7721 -706
538 7082 -106
9135 6424 652
5000 1132 120
7314 1250 -22
4005 797 150
6492 2727 17
5545 8284 999
2325 7373 -180
1937 115 820
6160 6015 199
4379 4511 -403
916 4883 -172
3922 5999 297
8915 6923 -999
6132 7393 181
6916 6735 450
4081 8017 -659
4368 393 859
3249 8470 505
3007 2111 933
2103 2728 -793
1625 3437 -29
7398 7317 325
3196 4993 -960
6141 5663 -212
437 6631 -384
5488 877 244
8799 7256 -297
7840 8325 149
2347 2855 977
1507 6816 929
8947 6523 530
5714 6890 744
8440 4523 376
5176 5262 -15
8474 3885 -501
7530 8343 -587
8350 1689 -843
8976 1629 -114
4430 1350 -984
6704 1591 -329
6939 1694 177
3064 2543 -627
8930 747 -284
7677 3257 -556
7089 3544 -932
5194 8949 942
3606 8182 161
1577 4235 -191
3974 2602 -99
1914 3553 -88
6150 6145 -762
4644 8581 9
5692 4651 124
1206 7761 -917
8506 1940 71
6169 8686 -546
8153 6597 -945
1361 7548 324
4174 4108 -515
8904 4128 872
2379 4862 -584
2109 717 418
6573 8904 -633
6741 3771 77
2925 8569 -163
3383 1351 -115
7661 3358 210
6683 8794 978
7704 2768 -736
961 4424 300
894 1089 -13
281 3942 484
7759 8262 818
1504 859 689
110 589 -840
5897 9125 -417
1338 4628 -784
3120 4901 -550
8085 44 -777
5212 4122 952
8004 3410 117
8329 4261 -128
6596 8816 751
3565 6235 967
3791 2447 582
6074 5324 -212
506 3066 881
4497 7760 343
3247 1634 758
736 8725 -534
3830 6901 -141
2398 2980 -943
1185 3120 499
4812 326 42
2330 5969 665
2881 8502 378
7084 5713 824
4252 1708 934
3145 4822 -247
3724 133 -995
860 8773 212
6373 4873 762
5297 4675 393
4904 4952 -57
7456 3053 -557
5991 953 392
4073 5106 889
6889 675 226
464 117 -839
223 4762 578
583 658 372
8192 887 53
4254 5306 -89
9069 464 -334
6386 8376 143
5000 1587 914
5804 6828 -902
8302 8438 772
8041 7410 965
2869 4195 -596
2928 1799 -761
7262 3637 -943
8989 166 555
3677 1117 -772
6909 538 44
8766 6642 464
1385 5697 759
4973 2627 491
5341 5153 -672
6287 2514 -200
1076 3816 -950
3007 5005 -328
8356 2019 724
612 1775 -646
936 8672 -840
4596 2911 -545
1352 4771 -465
7750 405 -861
1052 6914 -604
8921 2281 521
6845 6180 -3
6934 5832 -465
7811 3587 301
6720 465 971
380 3788 -907
7866 354 -379
695 6711 -636
66 2049 730
5673 476 -244
870 7486 659
4311 5612 734
3494 2294 -386
6772 6467 -822
2895 2028 363
392 4479 999
6662 1245 -89
3707 33 865
8046 7763 -165
8844 8118 -123
2688 7749 349
1911 6992 733
3976 6537 -192
2459 2436 -157
8590 921 -132
5766 8896 -84
8701 4413 -594
488 9128 -871
5157 8319 -513
7824 671 -640
2993 3572 -670
5109 7071 742
1582 5667 109
413 4991 -341
5168 2207 -652
6438 3548 -891
4662 6985 -523
1823 4702 -418
1827 4819 -62
7253 5361 -764
6260 9123 -7
281 2493 -231
6307 7561 364
2095 5935 62
6802 7503 108
4312 4017 -61
8428 4141 644
5134 5220 834
1753 5673 923
5344 2941 -581
481 5904 835
4105 4001 111
7169 586 -947
912 507 -859
756 3501 -141
2690 8791 -196
8317 4883 -494
4335 3250 854
7642 6731 -542
2153 3075 380
2601 2042 226
5140 363 -152
8852 178 894
8321 7861 351
9103 6732 736
2670 1787 -520
1669 1586 -726
8968 7308 -666
2050 8669 421
1151 3511 -672
9055 2577 887
2089 5431 -128
1616 2309 677
827 6571 -890
1454 7367 186
7158 1390 476
3184 5264 -317
1893 6296 82
6498 1130 -952
4456 271 -992
8676 1432 71
7395 8643 -820
4669 2958 994
5085 1521 564
1475 2648 145
5529 1990 -354
5233 8700 249
937 1863 744
6420 7399 94
5416 625 -22
1187 3992 -221
3650 5191 523
7369 6658 -566
1463 4024 546
280 2544 -475
792 482 -777
6896 6495 780
1400 6329 813
2014 2646 -804
4936 1392 -974
4613 6223 -283
1224 7100 -649
2779 1953 20
6379 6558 77
7643 6711 301
7062 8108 386
4567 4370 -554
8380 3452 -343
7307 8655 867
1211 1323 872
450 19 -519
3412 4049 702
4397 2193 532
2876 8539 -472
5852 1537 -191
581 6800 -3
1706 6213 604
5584 3278 -84
6951 2681 -291
8684 250 422
1698 4218 866
6487 1493 946
4679 6876 403
4956 4564 253
7036 5494 -682
5397 5932 236
5880 8907 -585
8958 6205 -54
832 2730 728
1322 4957 939
6793 4420 697
4410 3614 490
9025 8655 -348
7181 8159 -128
1406 8224 -80
3256 4067 549
653 3082 417
8960 4108 495
3949 5512 -19
5375 4407 -238
1666 5456 -434
7585 5814 34
4770 7674 12
858 5466 -810
5017 8597 -602
7871 3961 360
7200 4229 157
7532 7275 -398
929 4104 -949
8289 6275 201
6105 6489 188
1874 476 -596
6727 9119 881
1333 8741 -199
7046 6945 286
137 3509 -483
7690 8700 -670
8514 8322 -814
4437 269 748
2933 5491 70
2685 4415 483
6274 2049 447
9012 2600 688
2801 5443 254
8390 6201 -139
7303 1821 355
6469 1726 194
8889 6714 606
7875 398 483
5844 2626 -645
7406 3897 -465
3778 2741 -732
3212 4609 410
1955 2242 520
2622 6882 738
9052 7181 -289
6705 107 563
8744 5512 929
3510 544 198
6400 7997 356
1057 8089 -796
8504 6166 -455
1199 6478 201
4832 5763 -43
3796 3725 926
5352 573 -155
2470 2985 -40
8678 7109 785
451 1394 915
9129 2638 -972
5485 5182 -266
8510 6977 613
3366 3661 -955
393 684 800
6007 2280 -267
2979 318 -456
9007 8684 723
549 310 -502
7981 3741 -30
3686 3966 -696
3933 489 769
9116 2197 -93
5269 5348 277
1219 844 338
4174 6808 -372
1564 7160 642
6058 7463 -58
1247 6874 -349
2991 8294 912
2234 2940 -711
3745 8 -889
2656 5257 353
2605 4165 351
6307 5007 228
1582 2317 -463
940 2522 -738
6400 6048 373
548 1027 97
3748 695 -709
7156 7533 475
5468 525 427
8064 4550 509
7353 8471 -130
6313 3790 -28
4338 5787 -528
8762 7986 503
4715 2227 235
6131 1092 -364
6213 751 610
2413 1252 -362
8694 7416 630
1211 7452 618
5288 8357 -72
3392 2654 -508
7509 422 187
8517 8535 173
744 1623 -774
8607 8486 838
5192 8233 -33
1651 7088 234
6202 1363 80
1845 6138 -395
4033 6999 936
3021 226 -855
2966 2368 -199
527 979 658
3041 1451 933
89 8097 -518
7674 8541 794
814 134 -506
4799 3825 -823
5866 7823 -391
8123 3471 266
7793 8419 835
8149 5013 -668
1690 6558 795
6153 8881 816
1102 6339 127
7267 7555 681
7659 2781 -705
1880 155 969
7532 3477 -658
