970 2737
507 461 814
422 846 328
374 612 232
70 159 24
188 290 779
116 258 474
378 223 392
539 389 441
495 470 295
928 281 820
210 938 865
46 178 534
408 370 123
367 3 29
404 914 232
387 10 377
34 894 843
69 598 347
773 476 67
884 520 555
158 834 563
195 885 969
90 788 304
578 718 348
553 282 433
777 8 205
546 553 536
221 658 905
275 783 718
114 166 781
869 831 86
796 428 532
14 836 552
500 771 693
892 819 447
608 97 14
689 473 657
446 472 242
133 769 269
930 199 914
579 337 516
27 688 534
118 917 375
285 875 855
444 750 180
20 717 100
451 799 878
222 595 378
543 195 708
636 348 80
841 683 140
418 460 417
860 401 850
356 53 645
657 203 837
504 600 609
509 743 767
690 444 615
959 819 583
879 607 370
150 163 182
532 550 404
319 421 870
109 208 847
806 712 638
115 464 438
805 586 252
569 850 192
808 300 106
825 689 601
706 376 131
919 640 197
162 95 195
884 422 928
566 781 768
609 858 812
76 278 317
642 936 302
544 192 350
170 625 630
40 914 229
597 404 913
670 431 557
359 152 523
342 936 79
269 581 368
848 875 29
799 781 618
694 214 688
34 63 722
735 314 343
633 343 419
877 607 732
622 422 665
718 847 339
437 346 296
731 423 749
216 857 591
410 172 122
743 602 597
443 811 551
458 22 75
795 625 637
619 144 950
780 505 433
55 905 256
181 449 948
554 952 453
864 193 688
305 791 815
658 942 980
13 160 862
179 744 198
771 731 186
335 895 737
113 65 973
737 237 796
68 623 861
168 657 707
465 443 910
578 35 762
663 249 915
657 840 750
691 166 978
514 623 331
581 844 522
581 184 539
6 872 253
488 87 485
644 141 450
727 938 215
72 513 120
791 799 202
354 156 446
880 104 11
49 822 77
257 667 140
322 74 324
202 608 552
458 512 200
812 111 496
372 769 766
566 894 30
9 183 344
208 194 887
663 300 249
532 143 896
787 535 867
573 160 150
262 285 9
921 298 110
661 883 782
115 669 188
907 450 378
500 660 152
53 573 330
805 320 782
970 560 963
743 114 98
870 159 38
443 526 307
892 358 101
315 618 257
635 481 669
237 378 277
449 964 943
787 351 5
535 436 328
532 884 4
462 409 929
926 292 206
184 666 971
936 644 538
881 193 83
816 207 853
307 65 66
398 912 74
334 41 33
505 582 250
273 947 701
487 351 652
306 503 225
95 284 741
865 842 92
322 231 138
756 569 145
539 287 145
925 81 488
739 783 605
80 663 722
750 179 323
350 279 14
338 66 954
24 947 239
412 485 700
834 839 515
208 304 325
502 29 38
544 72 499
919 372 240
966 642 709
764 126 915
114 344 312
88 332 379
935 364 572
16 695 308
681 93 274
841 469 744
527 265 176
890 349 781
966 14 971
882 302 908
67 513 370
629 444 302
72 458 859
795 417 702
1 612 478
891 704 630
942 82 181
450 86 179
263 689 866
123 87 664
49 357 727
37 201 105
427 122 995
793 695 906
745 589 954
42 707 362
796 766 548
914 565 70
751 534 872
692 959 773
101 248 864
216 36 453
309 85 791
138 427 483
189 72 603
640 905 799
56 313 789
762 56 31
459 567 461
731 609 592
748 243 491
336 487 389
279 27 794
524 897 257
5 947 168
14 750 786
156 8 527
432 922 247
818 931 59
961 184 669
811 365 164
556 343 527
582 648 862
131 307 277
753 371 101
587 713 703
955 287 356
785 202 399
841 120 501
184 81 894
549 443 791
899 64 497
892 296 251
641 312 774
904 204 624
245 100 507
459 739 574
857 369 562
50 339 765
410 417 528
412 689 856
882 236 874
520 936 793
455 755 460
338 329 261
599 700 526
417 514 317
332 174 829
41 965 106
53 25 944
521 412 810
338 97 407
437 216 894
181 392 407
350 629 839
537 841 497
467 581 503
347 129 779
251 171 880
907 219 698
342 919 585
285 118 682
193 807 572
766 944 946
820 737 130
665 543 667
467 597 199
927 809 921
137 558 229
171 357 709
679 581 852
158 780 647
387 737 510
286 376 461
600 631 918
598 34 475
325 545 166
418 31 224
656 297 695
694 458 828
86 200 201
695 332 630
806 579 928
482 556 517
469 48 900
427 185 456
489 55 927
334 67 230
565 649 304
449 755 259
9 205 726
697 594 628
384 323 560
951 297 164
849 858 213
264 792 246
130 370 545
748 673 468
613 682 451
251 348 98
780 468 458
880 155 166
857 595 490
37 448 906
747 126 327
690 809 473
832 502 717
77 562 668
234 686 525
582 489 589
862 968 797
136 683 239
721 227 568
161 642 644
739 1 759
205 815 754
501 309 709
87 128 967
540 413 503
955 387 69
138 754 961
677 844 951
301 685 298
306 221 75
905 11 695
562 639 947
318 169 578
637 244 423
435 502 834
445 425 910
577 783 676
51 415 771
493 557 420
839 759 165
769 83 852
757 483 948
767 24 163
301 744 956
472 365 120
389 727 559
429 368 674
253 353 83
610 404 488
313 809 833
55 251 899
411 906 646
669 182 943
493 954 792
332 622 322
735 607 3
216 210 400
325 866 735
626 639 802
58 93 446
142 787 302
601 597 445
413 421 566
562 483 874
186 400 398
662 98 464
173 904 120
657 323 502
958 385 395
335 421 216
630 573 204
964 309 209
457 834 61
74 330 690
573 272 724
646 947 423
213 727 173
539 565 933
893 807 210
933 127 17
