17
979 800
908 60 -144
684 454 -228
912 97 -476
663 415 -8
491 13 -846
335 55 -279
463 266 -223
532 840 493
589 323 -506
82 48 985
557 562 359
43 244 -845
257 587 193
372 601 77
906 125 597
70 350 -715
61 829 -845
535 165 -40
602 158 -263
845 634 -648
598 743 -129
487 471 -646
636 137 -816
389 390 -311
810 11 623
594 432 -996
918 170 -361
840 505 -603
822 176 -180
290 491 470
577 359 -553
87 559 -792
911 264 -29
83 230 454
636 853 -781
22 4 987
356 281 953
842 622 59
238 413 656
912 215 549
183 224 841
136 66 -790
849 449 75
402 727 -927
264 907 -976
579 53 -527
523 809 810
591 118 654
560 400 678
693 555 -109
166 472 -598
270 630 -118
623 570 608
220 778 932
840 837 18
283 271 922
444 660 -774
489 868 -701
618 724 -909
410 54 545
503 584 993
856 605 22
572 332 409
107 97 707
887 781 980
691 609 70
774 140 901
278 415 -85
86 186 -954
483 845 763
469 475 789
235 482 -442
255 7 507
269 687 631
187 754 277
486 661 -88
872 875 -221
276 147 -410
61 200 -315
866 765 -701
386 632 -867
638 482 272
325 784 432
127 185 546
480 286 290
854 516 785
616 563 -792
192 483 722
283 216 566
61 841 -879
186 233 -251
789 750 -182
715 248 -839
850 81 958
527 513 -401
527 572 280
765 759 234
889 673 -475
774 618 692
501 771 -685
170 608 -279
95 658 -747
900 489 264
175 811 975
299 635 920
212 377 652
514 344 -142
553 753 -908
450 119 489
652 628 408
488 643 420
151 435 24
652 326 -58
703 402 56
109 412 -809
426 123 883
615 668 -202
307 249 229
659 146 741
620 31 902
216 870 249
307 875 739
213 274 -747
672 794 649
128 889 925
303 399 299
297 386 599
627 571 776
876 458 273
41 540 -357
247 94 -64
278 6 -219
472 22 141
141 749 151
730 141 -134
909 309 311
502 543 174
627 185 -532
312 858 811
387 840 625
697 173 250
207 125 843
714 427 879
70 440 -242
444 250 -489
129 706 573
806 625 -624
335 785 -120
323 822 -309
676 318 141
83 220 302
78 576 40
815 3 626
895 528 422
548 870 -670
704 900 -173
457 75 753
142 698 -649
547 343 657
809 644 559
348 727 -206
321 824 423
242 767 -710
23 581 529
828 455 81
672 93 134
371 838 -700
451 849 -422
188 249 -857
679 913 -904
878 348 -339
903 252 -108
62 788 -402
924 621 -135
316 167 41
238 795 937
682 159 -768
800 321 670
557 845 676
329 196 129
308 325 -530
815 186 781
294 663 771
512 761 -336
267 247 -236
670 486 756
78 263 -239
172 545 959
395 801 -627
18 894 -855
739 44 -232
207 911 -102
640 771 -483
665 132 740
175 248 -515
120 673 24
302 699 -994
711 74 875
520 256 -837
857 235 -674
98 130 283
23 434 683
722 130 570
860 922 -796
890 311 -62
50 497 967
840 233 374
359 263 -324
440 374 -43
29 918 837
250 306 -850
822 265 -64
582 556 842
313 607 921
867 726 802
283 183 102
635 368 -143
254 654 -924
445 541 -801
496 702 71
456 545 73
723 330 -197
391 609 677
506 747 -96
130 619 373
517 587 -563
139 747 348
178 381 281
114 417 972
434 91 -722
458 922 -115
468 801 400
836 626 -478
548 212 -982
667 616 -212
161 334 -299
206 916 719
112 162 495
42 368 8
282 266 815
597 416 484
308 841 283
913 542 -735
263 305 664
668 882 -121
543 700 -263
846 76 -238
638 836 -783
771 799 -10
255 762 796
163 844 651
322 587 362
65 730 -141
124 577 120
99 791 117
806 198 -488
702 182 -558
803 866 -454
628 168 660
546 489 706
54 836 278
9 308 687
203 469 -981
816 200 -168
42 861 -956
878 291 -196
639 116 496
731 8 418
22 581 375
444 318 -735
318 637 609
455 312 7
801 501 748
759 902 657
865 369 -144
503 708 575
867 774 703
877 376 -729
52 242 954
165 891 653
573 874 -487
543 165 886
314 209 -570
823 8 657
505 77 -255
162 373 25
248 45 -358
421 422 633
199 400 -421
387 517 438
288 487 178
683 573 112
728 412 -716
764 196 449
728 544 181
154 867 675
594 710 667
438 20 -254
913 342 -991
441 587 626
332 282 -948
91 278 -866
537 625 717
693 844 -384
578 800 524
82 332 -119
684 814 268
788 688 -118
201 82 -304
195 357 -382
18 205 291
321 209 401
242 891 457
371 39 -891
271 480 278
607 521 -101
681 883 -920
177 609 -457
499 664 -718
923 833 -621
416 682 881
349 399 -598
882 21 -912
669 458 -363
108 227 54
570 648 -672
520 865 75
844 875
185 95 457
326 44 540
101 431 89
136 597 952
290 279 107
132 627 876
825 591 201
285 107 570
93 416 -34
303 52 -626
458 737 858
183 28 -470
8 268 949
107 342 870
515 306 -588
495 727 -235
253 769 493
214 159 -71
156 735 -978
223 6 980
562 565 -1
494 453 781
49 297 19
111 826 583
136 712 839
353 389 458
66 547 -753
641 843 -827
462 785 -788
26 614 -256
833 266 621
357 426 -520
793 488 221
727 726 479
7 642 -399
405 399 26
674 72 465
49 320 113
594 284 401
260 351 -339
738 24 523
370 231 332
78 56 469
839 300 883
621 572 -118
678 601 -727
385 588 80
767 484 -7
125 188 -699
16 674 -248
470 554 -286
554 638 747
842 280 -164
788 67 -804
231 597 526
824 373 20
281 498 -683
778 523 224
771 232 811
184 617 -946
531 489 116
411 803 450
55 248 659
718 114 913
11 474 -290
298 604 211
159 482 -616
825 436 -147
274 450 265
766 629 -454
620 164 -451
483 621 -742
196 726 697
661 791 -517
494 254 -368
290 545 -530
582 792 -382
46 289 984
66 72 -459
507 790 193
359 16 -446
296 327 -891
840 829 774
122 261 -678
361 95 -248
595 774 896
520 530 -666
238 142 -354
815 465 -48
675 545 -619
738 123 -501
316 444 -30
401 228 -244
620 334 -371
669 474 -345
229 145 943
757 133 -594
87 6 -980
103 253 -734
543 844 -340
274 173 280
202 522 -885
143 130 -882
316 599 727
201 742 -689
50 362 -6
590 761 -801
646 447 971
649 628 987
83 379 259
124 33 722
407 108 -43
115 530 424
66 53 331
651 734 -656
186 722 -397
589 348 896
479 228 -587
46 211 -143
53 202 794
170 387 460
3 144 774
210 335 521
664 614 -427
580 293 -399
776 786 -432
66 578 596
257 403 577
223 82 -716
779 695 369
218 788 -414
343 442 855
641 273 -810
434 291 -959
167 787 985
774 681 377
155 342 -967
13 568 19
664 91 -234
421 56 191
181 368 -279
783 247 49
646 638 980
730 124 805
551 3 959
43 113 -553
638 432 806
816 637 945
110 754 -116
159 494 480
664 245 258
465 67 154
404 723 18
106 204 156
444 1 -144
128 827 -692
742 201 -648
122 32 419
763 354 -859
303 191 -979
404 354 -466
549 272 479
34 6 772
244 474 -783
214 297 -727
372 340 121
519 357 620
702 19 -641
756 781 -314
174 49 -748
660 239 348
272 9 136
73 223 950
833 201 131
784 595 -109
104 46 985
243 356 72
76 733 707
149 711 878
234 429 332
698 214 -350
556 20 252
605 19 807
314 249 503
341 724 -141
697 557 825
549 318 579
833 574 -86
692 203 -588
50 782 -217
287 560 -837
656 746 668
42 267 -345
466 517 -728
313 433 934
619 612 242
662 836 -729
735 144 -987
776 508 243
259 840 -169
784 474 743
735 642 955
769 238 -506
513 838 -747
314 136 669
468 5 647
97 700 40
128 281 -719
1 66 658
273 98 -23
700 127 -796
472 59 -991
841 691 953
43 357 422
176 786 -66
676 345 -574
1 341 628
624 461 219
32 27 -273
291 512 -974
81 201 676
296 810 213
8 27 -997
307 198 903
804 606 415
156 660 928
234 397 -545
539 272 -703
540 67 856
790 688 -86
713 167 -395
620 631 798
59 691 -302
125 504 -49
241 424 -724
30 754 -438
191 200 -323
567 194 120
404 493 -91
196 460 -738
302 385 -725
46 79 -346
692 723 -105
146 435 15
364 357 -162
818 34 825
472 666 64
356 159 -806
552 180 660
553 568 -641
754 655 -374
215 680 629
229 545 -99
423 346 -967
713 58 670
322 22 -180
100 12 -667
76 417 331
522 61 -764
433 517 -607
697 166 -501
519 37 106
207 261 -204
571 745 -3
269 709 777
645 352 -463
403 645 -992
221 341 611
312 662 93
547 149 188
614 225 439
49 107 52
345 562 226
649 833 472
509 456 913
556 247 -316
115 401 -205
435 113 -306
190 389 206
306 664 746
582 655 -640
802 566 380
199 637 -698
820 761 -314
314 437 186
238 316 -85
94 676 -82
742 126 -431
272 565 -955
648 285 460
606 547 766
512 828 -480
647 144 877
233 151 556
318 694 -617
14 375 569
130 560 -998
347 118 -64
521 374 49
798 118 544
162 777 -580
258 129 -545
123 26 4
529 655 644
801 806 -542
133 202 48
140 87 568
643 273 -235
102 397 115
91 694 913
608 221 -750
420 623 506
609 438 -312
289 29 876
529 471 76
265 595 106
728 134 -524
217 90 546
470 202 -114
16 437 999
365 265 -925
537 670 -800
747 505 973
239 345 -628
396 187 -729
260 711 -675
522 675 56
320 625 283
223 328 77
488 713 -624
72 795 853
296 815 -568
75 658 -121
568 383 -69
242 350 -650
310 696 -111
259 604 259
201 433 893
445 153 -787
450 629 -804
723 840 -715
542 585 910
486 112 -94
717 706 -244
82 335 -969
688 473 -87
490 292 156
792 66 -987
835 326 -716
451 480 656
742 45 787
476 226 469
454 269 -944
795 349 -815
661 128 374
640 527 -968
219 191 -561
29 837 481
251 313 -958
616 153 -276
564 32 566
461 591 -579
152 638 -803
131 361 -864
271 340 766
88 349 -7
72 442 128
247 677 -735
16 274 880
218 506 729
54 138 -456
785 47 -634
336 236 -993
194 454 233
587 20 708
183 680 943
736 165 -120
639 425 -494
468 77 -769
68 533 234
387 212 -572
691 20 -257
403 130 306
841 806 115
684 367 145
334 350 999
729 333 -401
362 614 -761
664 242 295
789 502 -830
713 532 -977
589 593 -435
364 330 444
800 417 -464
843 832 222
381 418 246
608 591 -426
52 640 352
334 307 330
260 356 -924
433 59 164
400 728 -10
701 189 -766
500 491 836
808 348 330
823 88 -535
405 739 -873
278 519 -818
714 253 726
749 195 -150
210 84 31
466 607 -776
821 430 -781
43 177 725
612 419 471
102 494 -740
353 425 -184
98 187 820
218 570 336
401 654 -694
701 106 -384
700 103 504
822 833 -120
411 306 831
118 695 -433
358 205 732
607 646 -269
671 689 5
748 105 479
817 384 355
320 674 558
236 5 -282
369 187 362
780 58 902
356 85 808
418 795 931
632 610 884
750 156 -625
97 785 567
144 687 -662
682 691 -403
452 723 -194
426 569 282
416 207 -398
390 72 -838
271 302 147
457 89 953
240 151 -166
579 134 -264
137 789 211
455 567 353
342 204 190
462 492 109
747 559 -293
747 600 499
268 254 843
678 600 -288
23 146 166
458 725 -156
170 21 -65
315 95 -415
213 514 957
229 571 -262
212 471 -636
206 64 140
34 128 -554
109 170 -282
11 724 -148
206 709 -663
438 554 -493
17 559 -128
599 586 -290
76 401 -246
800 24 -933
398 702 -176
365 198 -766
740 265 91
273 255 122
21 658 567
541 27 -969
681 607 -423
199 636 211
222 641 760
240 815 -624
415 741 498
261 209 548
184 817 -82
546 506 287
133 539 264
602 30 -404
181 84 621
83 565 -738
289 651 996
425 161 -573
394 376 493
252 699 -543
778 772 444
775 230 -141
522 631 385
618 530 795
828 158 -948
733 762 -864
727 729 -239
567 449 -436
124 354 151
363 339 -357
606 767 325
194 703 272
711 23 427
26 602 214
841 785 -103
217 676 757
245 165 -342
385 718 -803
85 140 954
200 236 -4
787 112 805
307 8 932
224 463 999
544 715 299
380 136 -899
256 420 -538
313 804 188
355 571 864
184 77 373
615 168 -783
53 540 -304
594 271 -751
684 735 -198
283 579 -310
585 831 -288
59 770 744
783 212 -800
630 817 -979
400 156 638
263 528 729
420 81 972
457 392 -649
219 409 -241
212 277 821
499 198 757
812 524 514
372 579 548
236 715 -93
194 619 -568
409 253 -580
309 607 574
614 827 503
355 5 -3
390 258 463
832 28 -420
217 543 -209
616 27 584
495 403 748
273 483 987
525 253 802
710 246 -979
160 596 554
377 543 -599
496 842 952
345 122 -650
305 531 -766
67 111 814
436 573 -935
268 4 463
610 316 780
447 82 127
638 558 -661
374 380 -853
573 832 -869
501 780 -588
358 697 394
324 31 -68
644 675 987
596 358 -556
253 718 562
250 242 634
448 501 -565
801 312 -835
745 746 158
367 253 -918
470 376 -426
395 773 783
750 482 -109
687 693 812
601 620 276
818 601 54
444 542 249
559 112 -785
97 762 482
267 177 -761
760 130 -889
198 828 185
82 33 148
312 578 -743
687 575 255
343 82 633
225 742 494
751 540 -165
513 325 -283
158 615 -949
518 82 842
709 152 213
195 247 -169
391 255 129
747 46 -831
556 213 -812
711 495 848
498 445 777
416 571 -536
150 638 653
409 548 -558
228 532 724
9 213 447
557 151 -887
660 581 -833
75 346 308
124 567 919
39 739 -118
197 681 948
759 185 51
573 404 -795
193 799 -138
323 337 894
389 528 -34
36 513 827
219 573 -363
102 498 301
619 339 -827
235 840 -781
359 625 930
191 304 -820
623 208 943
467 772 -650
691 322 267
485 541 -706
322 45 -304
127 161 946
483 499 -953
39 830 -993
12 816 -495
336 825 -658
102 393 -230
1 587 -576
501 542 981
535 638 -42
748 715 -604
301 535 590
680 141 -757
750 736 751
5 531 -154
830 317 957
155 393 949
710 196 -337
809 777 886
773 29 601
669 657 726
569 391 -233
466 122 -529
299 571 -670
566 366 856
134 812 -292
591 395 776
302 688 -584
722 166 413
663 735 -642
600 228 478
838 588 -305
185 416 782
64 427 332
301 837 -26
602 320 -344
48 57 306
784 576 101
285 444 188
791 231 277
574 101 -178
207 301 136
113 529 147
170 844 778
388 771 -98
827 542 -997
475 157 897
646 18 784
568 813 226
42 548 -997
745 842 608
136 410 806
440 78 -48
692 541 211
288 447 148
261 381 -784
286 572 -614
685 149 554
145 354 784
350 276 133
551 20 127
507 485 -219
311 265 -528
583 726 914
359 268 182
184 682 -812
9 430 -9
301 100 -709
370 582 -77
833 192 -219
208 594 607
491 488 -738
627 710 99
785 825 -632
19 288 -186
91 384 -939
571 745 331
188 75 -915
75 27 387
191 242 801
653 8 -313
430 166 537
280 377 595
255 506 899
551 306 -758
158 457 1000
443 699 -239
246 281 -297
130 207 -88
822 17 48
557 368 120
708 686 934
389 750 289
412 625 -453
444 641 402
204 820 -922
599 234 92
93 700 203
280 738 958
515 466 -922
516 365 611
397 91 -637
446 397 9
534 159 -943
309 276 -383
30 336 299
442 3 -830
130 46 -899
150 735 653
786 501 628
692 268 -77
700 579 285
320 304 -888
269 820 -996
384 34 717
72 824 533
599 374 -390
334 441 -59
699 780 -150
103 102 479
328 656 3
394 338 304
77 523 651
574 570 33
452 698 495
198 67 829
711 128 315
489 531 -845
234 40 -75
60 806 568
96 148 676
333 605 -356
408 655 -426
51 121 243
565 788 -631
200 336 886
62 669 -465
512 612 834
273 771 -707
186 342 -887
642 362 -788
285 171 762
304 272 -885
466 761 251
831 529 -690
667 190 607
228 764 711
26 611 -751
798 492 -616
799 634 -675
576 824 -603
643 752 -785
437 336 27
388 85 665
291 138 -60
744 544 459
487 526 670
627 692 -155
43 534 -197
175 214 256
816 253 42
758 696 -677
295 308 -208
803 645 -716
352 151 -544
260 14 565
207 271 248
666 429 976
603 768 65
649 574 -57
816 188 -104
312 452 -558
415 545 -337
343 716 -246
534 27 -893
117 840 8
236 88 -425
414 640 552
719 578 -200
28 170 -528
340 62 88
127 482 -738
200 572 -954
50 73 274
154 493 433
706 2 119
777 246 197
828 160 4
174 564 353
721 811 196
88 305 -631
479 77 -855
491 54 468
312 753 -817
755 642 719
401 54 786
531 122 909
38 622 -323
339 722 -568
778 574 902
412 441 -874
451 683 -331
382 493 1000
239 803 -952
222 585 -194
353 713 692
62 63 -354
62 398 978
569 20 65
738 279 -348
713 814 -779
418 714 713
392 497 193
395 155 622
251 101 461
667 674 -962
585 486 -887
722 737 -882
205 588 341
617 340 984
703 761 -868
153 51 769
449 412 -375
606 449 26
86 295 -322
752 277 5
534 337 -102
754 366 -840
343 392 664
516 765 603
22 207 -862
558 359 -455
276 83 733
819 466 -848
36 122 116
116 682 -931
125 254 238
763 749 -804
482 329 125
826 895
100 654 720
63 622 -486
467 303 154
260 631 -119
480 566 225
205 745 -577
24 556 484
49 249 -890
787 732 -413
222 39 162
154 339 -529
408 9 378
48 82 681
660 295 -784
259 803 -517
696 597 108
674 752 -640
610 663 -422
792 328 843
577 349 -893
673 7 -834
824 348 -660
743 375 332
665 45 -288
546 165 64
643 236 787
380 371 899
355 736 -165
704 709 -843
113 93 731
697 58 656
114 266 726
638 499 553
90 80 251
154 446 491
424 407 -449
619 790 612
290 558 226
564 708 -579
435 615 -36
583 410 549
583 775 -415
540 690 646
463 753 531
707 497 752
194 791 580
559 679 -600
419 318 822
156 759 314
751 644 829
120 687 -678
329 394 -225
603 491 -33
771 408 -995
220 50 -559
457 98 938
18 346 -110
28 559 -304
498 497 587
461 629 566
645 471 451
814 349 578
12 517 737
548 600 -629
185 683 582
239 170 -255
726 196 779
425 474 465
214 773 937
377 194 -463
37 446 448
377 251 648
621 94 118
499 9 338
711 229 -155
135 204 -331
72 418 660
58 397 -711
413 149 607
482 534 561
336 308 287
803 757 808
279 225 -983
370 137 -689
20 206 522
437 624 652
294 736 -888
56 637 -268
56 49 -798
679 568 -599
594 516 143
571 582 730
638 261 751
340 658 -341
426 563 273
726 256 87
191 690 -802
690 397 -170
62 276 862
692 582 -316
792 732 -975
564 780 -538
512 716 985
233 255 -993
494 694 718
663 311 635
222 801 648
420 800 20
269 385 131
175 140 914
400 50 568
273 633 233
713 672 461
592 741 561
267 192 -950
812 70 -176
198 363 976
653 316 -185
119 497 -179
823 799 745
603 723 516
41 150 -81
502 732 -297
85 55 886
809 615 131
266 556 -834
641 242 -468
180 8 455
198 212 384
257 465 -803
503 381 -419
571 395 513
710 564 -175
180 710 562
198 426 658
276 58 -733
93 238 428
375 63 412
185 697 317
780 461 -373
473 782 -882
102 465 -131
769 471 -962
539 45 -855
494 567 -11
403 743 -40
411 594 -438
729 455 -64
658 732 -848
130 113 904
80 402 -399
647 231 -446
37 132 -197
625 205 827
771 123 428
212 157 164
147 714 160
640 274 56
199 541 -720
514 746 -731
381 691 -913
586 130 739
295 61 641
399 616 -894
213 176 574
240 395 -220
217 622 -442
388 630 -920
343 567 -229
674 730 51
601 195 501
727 769 -607
240 519 877
451 477 45
376 563 -952
550 223 428
253 133 877
298 698 409
457 684 -745
419 313 -368
682 820 228
451 760 -542
661 209 -70
207 15 713
613 35 -338
76 569 710
564 473 144
489 743 208
527 96 -692
425 574 -409
282 464 355
222 494 -673
166 468 -10
809 754 73
349 577 465
313 255 -678
173 105 -280
309 456 997
31 541 -962
57 508 270
52 26 858
685 318 826
752 587 -243
490 228 252
482 298 199
422 326 585
232 327 -33
639 634 -366
508 722 -503
660 528 35
378 156 7
234 7 481
697 663 11
651 351 -836
303 218 755
387 488 444
381 366 498
131 415 -700
783 376 -548
232 40 402
192 778 260
47 702 123
210 433 695
184 589 -861
787 661 -747
426 119 -531
135 32 -539
101 226 545
442 3 -220
300 295 -809
164 613 -821
733 363 -731
595 738 240
36 213 87
606 295 446
634 807 449
785 474 632
142 419 966
460 72 -41
146 692 563
575 4 961
659 530 -166
403 358 461
482 524 673
746 18 -595
186 407 972
670 432 -910
551 683 862
466 605 539
756 489 -533
113 719 915
321 777 -512
637 790 226
213 739 -491
599 252 72
53 460 593
172 1 910
110 583 -540
190 697 -46
438 301 -938
182 555 133
518 209 790
637 769 780
298 289 462
141 645 -934
642 165 76
223 116 -899
79 590 -824
501 802 268
559 317 936
162 621 -25
246 122 -579
685 640 201
290 444 -449
433 609 -977
590 168 -323
638 269 661
748 779 -559
354 709 276
443 427 -667
84 446 -728
777 650 540
341 144 -988
815 773 54
22 92 -902
258 664 -485
266 583 -902
518 680 -535
760 94 -133
342 210 -54
613 160 404
276 98 833
300 65 -517
773 333 67
300 338 -164
768 137 -673
520 618 303
236 364 834
749 701 -77
373 822 -551
73 8 447
714 523 -490
354 372 929
70 266 -302
428 44 -94
721 812 148
2 812 -168
792 227 -347
803 329 -407
375 152 -393
180 272 -471
387 770 137
322 81 -397
265 251 -816
802 239 851
314 468 -706
76 410 99
83 574 -98
640 542 -351
775 593 338
18 770 843
300 755 -453
577 632 -1
817 209 -973
333 2 -413
73 79 -777
575 396 471
45 732 425
438 635 871
187 152 2
23 662 91
588 380 460
305 99 17
43 793 -49
69 500 -372
128 730 221
649 598 -395
295 394 -770
544 318 654
814 430 -464
274 694 -754
309 114 536
68 36 -864
185 266 373
185 396 250
506 267 177
86 435 -294
184 431 162
620 647 -188
339 400 869
38 548 753
335 720 197
88 638 -688
173 514 856
797 288 732
113 475 -399
499 792 285
43 725 407
544 113 808
346 146 -546
466 443 72
35 436 487
461 7 -671
450 113 -877
77 58 -672
254 627 667
138 639 65
806 35 -209
128 631 -304
465 402 -316
378 314 -206
536 126 -873
387 678 -114
184 813 -93
116 297 248
351 207 626
85 526 -552
676 720 612
559 221 258
435 79 -159
1 98 939
97 128 -703
15 455 -358
763 405 -87
227 95 -659
25 163 -88
425 643 -31
565 590 -761
221 429 -900
287 342 -293
170 74 -21
810 327 -850
165 789 -467
568 468 -631
803 95 -965
474 522 326
321 345 -60
545 392 674
747 769 856
345 819 -541
136 591 -990
56 747 665
524 68 925
350 776 -959
210 227 225
574 729 1000
526 795 -850
518 492 175
359 10 -323
682 457 922
276 783 913
202 274 -575
201 419 -305
262 100 266
556 15 563
496 599 225
249 217 -353
316 27 -954
709 755 183
350 772 81
93 163 407
555 85 -590
216 585 -177
512 103 592
28 522 70
497 308 -737
740 59 881
687 484 -988
85 122 -242
177 504 333
292 593 -156
217 714 612
235 638 640
227 120 476
409 158 -27
130 196 951
406 773 234
635 78 -684
3 740 -482
445 655 250
743 797 963
338 419 -219
441 799 -975
756 111 421
100 208 411
594 525 -419
415 768 -167
237 807 -690
443 683 817
657 794 71
475 160 -298
235 771 730
295 743 -925
715 814 -98
57 715 -477
808 785 -105
87 202 628
762 452 -266
504 137 -698
31 109 -398
686 261 570
445 43 880
10 635 -634
755 61 -186
271 618 -27
287 433 -600
649 727 -397
394 207 -849
519 748 613
654 31 -865
475 238 924
254 514 -706
650 520 629
696 258 268
171 395 -843
553 797 -344
701 630 362
717 454 -424
499 611 -514
314 668 485
584 221 909
274 146 -781
22 495 823
655 755 232
605 603 583
510 709 -248
342 791 -55
524 310 -571
806 286 -423
229 203 -182
393 132 -768
257 623 795
316 711 -967
8 356 818
768 387 562
620 691 -141
625 220 -92
570 761 174
394 138 454
387 546 -100
756 719 -336
799 352 -670
402 69 -769
233 329 979
638 69 -525
291 695 15
91 675 991
290 147 841
308 291 347
722 110 -261
207 645 244
55 146 967
491 676 620
625 320 463
543 117 -301
721 548 111
110 106 -209
484 170 -752
316 111 -858
195 164 559
719 362 764
819 460 -962
500 350 -7
785 626 198
681 16 935
370 809 -548
219 710 673
748 325 -813
749 542 240
518 483 -666
474 421 55
476 200 303
60 287 8
257 281 170
63 272 -279
496 164 -46
759 181 -512
539 82 -474
26 90 968
497 786 -446
308 751 284
668 684 -437
719 553 800
710 459 -759
690 82 -665
527 524 -618
632 505 -752
547 530 -199
793 772 177
233 327 605
472 325 929
659 437 -736
291 559 60
808 776 -925
668 562 -874
289 92 -58
811 821 -43
771 596 776
399 142 73
140 429 -662
814 741 232
652 207 282
57 232 469
457 604 483
167 414 327
748 332 376
33 38 514
568 43 -474
201 668 -188
561 662 756
758 139 -177
702 403 678
376 769 56
635 794 -149
289 124 -890
427 661 -930
145 162 660
787 421 811
207 435 881
742 107 962
616 324 762
322 17 542
117 645 -956
180 482 -393
303 210 975
483 794 976
382 69 70
137 605 585
630 59 562
629 131 -31
787 803 -867
334 785 440
502 781 -409
469 660 -598
33 413 -858
466 59 -817
72 541 -506
349 330 771
233 649 -697
210 582 407
237 19 -889
412 461 721
467 702 552
193 475 581
265 353 493
229 553 -914
642 295 -414
36 376 618
208 695 982
229 748 665
548 110 100
647 391 -531
160 701 -618
612 274 -833
701 195 -660
361 538 825
550 410 818
105 669 -343
193 512 689
253 742 -353
16 310 -655
690 322 -280
112 457 154
194 463 -40
177 637 419
460 320 -794
821 788 422
81 720 -109
220 517 719
745 754 515
427 298 40
419 368 -386
806 414 -324
791 777 -431
326 144 736
687 462 -419
641 351 -609
200 114 -57
248 361 -978
553 589 -769
199 291 89
527 656 -913
696 377 42
152 760 830
331 424 -852
723 629 345
588 35 -897
35 231 941
715 398 -647
115 127 -407
691 672 -738
159 51 560
323 267 85
511 573 690
429 483 768
781 542 854
452 166 -573
466 567 -600
635 223 -709
647 74 261
657 541 36
357 293 -567
56 800 761
97 535 -826
366 673 534
96 619 -759
724 441 -609
693 677 123
759 320 979
376 381 202
345 499 770
632 700 -482
323 449 221
683 757 683
563 597 -796
347 202 -505
732 689 -128
586 400 -330
370 129 148
395 7 60
177 489 140
726 574 682
676 353 -636
714 377 393
551 623 260
468 361 -416
690 518 333
74 563 -683
137 501 338
15 146 762
223 512 -76
680 122 177
402 721 -19
222 559 474
401 502 -692
803 796 -520
591 629 772
328 312 990
213 271 473
792 26 621
826 395 -842
247 159 -722
454 321 -489
720 151 117
55 400 -994
660 261 128
391 343 108
194 204 459
701 86 -562
305 437 985
199 722 663
708 255 -801
620 519 843
261 791 -87
173 232 795
567 752 -360
443 536 -740
184 358 -283
470 172 -430
373 177 841
545 207 16
114 802 698
281 108 918
554 71 54
818 307 856
198 103 375
270 362 958
368 384 359
66 356 -59
447 799 842
53 380 -192
115 93 403
635 98 661
85 552 664
102 550 182
246 126 -224
718 689 -494
391 567 552
21 7 103
541 475 -516
609 625 77
523 124 -931
207 757 -975
291 117 -42
239 429 -345
39 562 -161
703 141 -993
679 524 -272
124 586 114
800 763 956
213 417 -711
523 152 819
418 699 -782
57 227 -217
149 513 -235
384 526 67
106 429 -648
199 67 -764
795 625 295
379 672 687
506 276 207
92 191 295
492 622 722
154 121 260
719 107 677
207 704 -954
259 274 460
229 776 251
670 10 -785
282 582 921
319 189 -772
810 482 970
603 309 779
377 447 316
521 220 -694
756 758 203
234 676 -64
328 299 -366
61 516 -811
414 188 928
142 382 -704
167 526 571
29 195 156
686 51 -514
489 287 -776
459 507 353
257 596 -555
68 559 -72
803 643 235
324 34 -448
264 549 343
629 514 466
583 622 822
752 169 811
240 241 -287
261 498 264
742 812 671
66 505 971
36 40 719
744 735 -361
461 808 273
208 40 -29
321 75 286
778 77 491
164 264 -493
474 582 -663
283 656 -32
527 500 -272
263 272 -23
719 55 269
283 709 -150
756 646 -359
373 513 835
138 211 -700
358 450 -576
39 615 187
615 673 779
688 727 457
301 189 -656
473 683 465
674 395 108
389 424 -955
447 468 -823
706 482 412
787 808 -691
472 74 533
37 316 104
3 376 66
741 808 390
236 486 -234
604 413 -412
421 819 -434
685 552 -145
781 209 -663
257 248 -206
120 813 285
731 402 620
55 260 -575
497 809 351
729 614 -106
183 581 115
715 667 -310
806 501 -628
766 21 -520
807 816 -648
92 311 249
824 193 90
397 640 207
383 387 -963
29 162 -313
763 141 -825
788 231 761
375 707 -499
366 223 491
712 826 -985
271 524 849
53 264 234
554 373 314
683 235 -674
15 25 317
11 124 -529
392 92 -151
51 489 407
383 634 -823
672 317 -200
587 109 720
591 539 75
511 346 551
628 324 -628
411 169 565
822 224 -847
8 373 -926
147 617 762
189 94 -837
58 737 147
681 814 20
793 297 -33
316 286 796
120 185 754
125 49 -446
478 458 569
533 425 222
507 538 -1000
735 178 -889
137 384 833
79 690 -976
592 191 525
520 729 202
410 638 509
393 12 -704
280 611 -297
511 228 -461
577 47 -871
102 519 10
282 718 -565
994 913
952 188 789
913 351 518
718 923 -302
157 901 582
634 416 -957
83 987 601
101 224 431
845 896 -224
750 245 930
128 828 793
838 99 -325
797 670 251
891 817 608
644 541 -524
550 352 88
768 581 835
452 963 912
574 53 -325
219 575 215
442 202 -634
615 333 -83
599 527 -693
162 323 914
962 34 719
744 797 416
353 801 906
976 31 -967
852 974 -366
400 647 -87
18 396 251
382 354 -873
651 989 919
578 103 -907
250 98 -991
575 712 987
90 762 -323
356 145 871
975 433 -233
967 116 147
542 306 -540
508 943 226
224 893 -597
631 369 -409
955 388 -161
245 264 -412
86 632 -962
242 573 425
812 846 -813
75 653 697
146 58 -842
459 614 -515
64 199 -826
884 398 606
572 448 559
