16
875 1712
662 432 349
325 677 434
216 664 191
792 681 919
119 21 448
228 644 929
369 21 388
437 731 166
385 105 130
570 444 131
161 766 843
222 57 380
778 218 15
105 262 367
295 154 708
713 346 895
540 778 857
362 744 252
254 712 641
428 332 738
283 261 114
773 507 359
122 677 344
744 71 670
104 432 649
469 297 749
573 15 264
84 180 563
211 100 87
756 142 271
436 93 76
274 10 489
283 501 508
613 222 125
568 327 919
592 693 232
117 674 124
597 784 450
405 457 614
624 277 823
381 11 849
175 569 734
642 168 591
797 12 278
352 270 603
105 351 999
512 798 271
258 733 800
639 424 737
753 794 523
590 408 923
477 219 773
193 144 897
731 776 850
182 358 514
546 268 896
5 300 962
461 802 883
21 602 90
753 253 248
53 465 354
733 184 74
313 146 585
444 241 603
417 42 373
18 242 985
502 545 569
96 736 505
58 771 49
610 145 125
510 695 123
767 400 544
298 326 842
533 177 364
219 518 112
468 388 357
521 329 678
740 570 896
212 540 115
216 764 786
577 364 905
699 9 922
75 375 881
441 63 139
448 80 784
552 714 629
470 275 630
382 725 574
465 736 956
298 642 20
303 250 133
464 302 49
294 399 500
609 631 167
56 305 337
579 608 59
280 66 35
517 19 595
279 519 860
720 152 91
307 596 111
23 101 353
730 492 683
36 587 430
175 416 433
750 26 518
526 390 945
383 787 197
253 58 222
512 34 494
541 462 158
756 169 371
124 355 968
298 257 509
396 238 993
378 754 653
723 498 557
569 301 896
413 258 873
499 802 830
150 594 477
709 609 954
463 321 269
276 43 821
724 773 93
119 335 433
29 50 443
449 374 450
48 718 672
123 74 527
420 767 319
272 547 1000
245 8 232
265 609 328
446 769 493
62 552 907
163 256 615
723 402 683
137 237 572
280 224 43
521 672 286
658 759 869
76 156 68
792 10 597
545 446 978
100 469 121
505 51 703
700 13 837
353 242 836
695 75 175
261 182 875
561 545 40
122 336 548
13 461 689
217 505 919
76 229 676
391 788 336
401 788 641
587 355 63
59 359 966
49 280 379
213 445 967
264 629 167
751 294 467
456 728 474
333 430 829
490 242 394
250 369 517
282 685 530
76 495 134
221 344 47
734 569 666
229 732 949
470 714 296
186 4 446
370 71 689
532 526 241
272 776 420
231 593 434
602 453 37
799 481 507
171 802 193
318 684 596
286 721 967
692 481 408
657 402 123
497 122 546
568 281 198
9 316 660
131 377 342
253 501 262
801 168 623
212 605 768
575 122 55
524 719 364
751 105 721
756 85 454
250 75 828
136 92 747
110 444 942
334 82 68
545 764 890
583 515 551
230 168 224
457 320 640
733 197 222
700 645 772
652 266 137
737 95 530
383 186 773
92 329 154
659 751 417
502 180 834
441 550 182
329 669 301
159 357 121
149 541 676
799 170 62
427 388 136
402 795 574
369 26 338
745 516 436
311 799 105
247 391 404
707 639 57
168 642 723
795 38 703
379 791 719
43 668 938
274 276 629
476 367 13
263 296 489
291 193 217
345 666 184
546 169 387
529 454 559
386 532 795
3 595 102
765 624 278
32 509 299
374 408 583
704 88 882
74 585 436
50 21 439
423 774 49
127 678 400
56 89 735
106 716 428
451 707 587
171 767 628
252 411 606
460 522 311
433 18 776
356 228 312
743 352 829
595 608 61
759 258 862
88 242 239
459 422 873
327 769 469
7 410 218
81 174 361
9 779 451
543 236 515
615 373 711
649 608 412
804 446 131
654 399 109
459 354 676
668 746 691
259 205 105
267 749 925
561 446 33
612 697 472
602 346 924
182 141 459
597 787 51
447 198 60
450 563 101
484 544 500
40 53 81
615 622 62
587 542 217
569 557 959
234 623 477
271 518 493
612 494 941
747 636 853
779 516 483
235 141 766
331 323 512
172 252 385
344 450 991
136 338 208
606 759 137
109 59 372
733 736 623
322 691 382
446 124 413
486 512 198
442 2 782
498 317 583
307 589 906
458 692 942
344 714 212
456 579 491
337 13 677
371 528 39
573 99 199
788 238 168
156 437 293
768 428 570
217 770 286
770 351 285
75 136 258
424 446 771
118 27 35
297 171 292
100 575 97
72 192 789
195 761 278
365 405 13
758 55 708
375 442 463
640 768 64
110 499 860
352 57 339
178 442 843
500 264 521
511 275 218
208 288 80
42 27 224
105 394 571
764 223 988
634 8 209
723 106 357
24 516 702
105 306 738
773 719 361
613 746 543
72 395 37
481 708 42
704 527 885
238 608 313
738 565 988
123 758 35
267 380 102
173 213 240
581 438 705
391 664 473
74 138 143
487 595 893
206 717 208
729 700 627
113 671 13
681 274 517
523 178 645
58 18 725
263 265 14
574 644 609
468 440 418
40 358 566
727 12 444
801 381 38
805 165 741
96 216 246
156 464 284
400 93 602
589 171 48
761 552 112
723 96 269
426 518 733
92 237 226
298 76 686
194 362 390
258 627 487
141 276 805
437 128 512
526 614 381
762 128 159
103 12 609
248 544 599
26 229 84
553 359 62
235 188 950
536 192 1000
170 731 226
183 545 671
502 283 786
805 614 96
496 739 369
493 213 27
803 80 578
652 745 955
798 132 300
148 126 979
425 685 169
112 546 692
91 420 956
615 378 796
693 405 661
800 636 288
54 73 674
374 452 889
416 742 550
60 701 517
289 356 909
503 719 720
155 401 927
334 709 779
468 278 149
11 425 490
490 494 445
310 334 917
294 61 983
780 182 708
372 453 923
87 670 699
155 94 353
638 130 581
154 32 65
24 166 182
709 748 91
337 701 67
100 672 657
29 791 148
429 740 224
491 622 446
400 788 6
493 736 234
674 469 318
275 366 629
170 552 159
800 503 199
214 195 982
695 7 179
72 14 460
265 272 847
53 514 785
17 118 510
793 708 85
339 162 421
63 750 928
706 781 748
716 454 796
129 234 56
781 320 689
501 630 118
134 55 764
434 93 855
483 640 221
739 800 665
242 556 863
787 592 685
136 60 629
669 503 835
673 273 43
310 237 241
602 581 113
507 114 304
124 737 750
737 426 657
576 588 184
289 399 103
178 556 106
19 49 863
769 363 435
384 153 12
569 518 430
220 20 246
524 521 639
697 681 606
46 63 415
444 120 339
165 650 736
517 55 12
77 140 61
778 147 921
154 414 412
121 695 372
317 641 41
656 623 513
48 609 54
551 309 237
625 756 566
714 416 403
711 774 785
546 739 54
429 663 739
684 384 768
3 184 584
536 512 584
505 53 774
800 108 727
126 802 13
105 229 884
340 375 841
397 560 78
355 503 203
374 677 267
690 577 354
122 423 660
746 313 521
795 321 36
280 729 681
62 351 325
454 497 239
800 349 776
218 613 648
12 805 917
737 278 485
449 592 651
695 677 13
750 745 983
604 789 83
367 720 502
244 51 117
60 445 609
717 808 638
379 206 861
144 464 213
597 188 614
119 700 333
675 249 311
769 81 71
328 596 11
86 586 228
587 429 993
323 351 725
776 179 479
85 718 280
455 525 817
558 626 783
492 748 92
678 212 944
399 745 155
300 24 79
44 597 601
776 354 67
208 474 545
725 511 43
401 724 360
607 525 938
344 789 320
251 93 123
212 56 804
53 667 978
786 644 759
671 497 895
76 160 893
540 449 622
59 124 481
97 41 855
174 109 199
269 553 480
634 363 612
730 702 392
148 404 345
501 429 653
332 550 208
347 410 289
583 318 943
186 755 375
138 681 335
685 753 639
563 675 310
772 482 379
71 562 651
734 617 433
208 554 796
552 138 125
325 593 96
176 631 167
27 391 336
643 579 915
799 199 182
575 271 899
485 395 906
765 253 185
926 1631
914 353 305
582 125 629
594 682 956
606 390 725
357 419 148
527 521 62
923 838 205
54 794 363
881 860 285
689 131 101
196 660 977
558 320 864
259 270 938
683 257 566
519 505 899
829 648 629
772 334 359
677 121 296
577 610 257
378 458 619
639 518 311
170 299 449
872 293 960
875 722 929
658 242 309
589 749 285
593 258 615
597 848 728
440 80 682
388 666 615
603 607 141
516 133 325
614 802 314
347 915 869
862 759 252
33 71 638
428 640 536
110 52 41
126 905 945
876 708 693
270 616 452
495 796 515
478 199 977
75 140 263
15 315 311
228 360 143
895 597 970
128 133 774
783 797 17
450 677 609
621 872 692
888 153 180
769 912 95
52 671 888
779 871 804
791 6 813
24 173 282
608 437 142
317 27 666
31 10 233
329 874 752
99 180 259
214 504 514
352 265 453
357 252 759
103 493 552
123 432 749
216 759 346
510 470 280
519 652 437
197 205 362
831 208 715
636 575 209
701 674 676
22 500 249
293 621 592
663 48 508
523 249 455
1 351 646
429 651 464
898 563 458
216 696 307
512 104 263
652 616 696
896 54 484
181 724 71
677 533 379
181 362 179
568 628 200
360 500 867
138 32 610
447 655 888
3 507 884
619 585 795
256 648 77
282 324 488
813 231 367
686 40 902
322 436 639
662 287 672
540 593 229
296 11 854
780 838 590
473 123 850
507 586 849
902 796 399
340 106 656
557 621 101
837 884 838
641 563 29
775 88 574
890 720 381
827 442 46
293 824 829
749 625 917
68 356 735
388 435 10
775 524 563
35 288 957
904 588 411
235 199 600
767 504 71
179 44 366
769 25 897
345 45 575
781 14 999
565 568 386
668 530 741
810 450 224
24 340 600
785 130 579
589 167 786
85 2 302
157 675 612
416 167 723
532 589 730
693 892 901
250 74 888
700 125 422
85 562 268
15 452 207
189 569 670
471 592 167
126 847 701
325 376 8
473 564 506
134 360 978
163 691 649
793 463 244
850 207 738
528 171 667
325 118 511
668 52 630
347 118 308
444 525 798
517 374 992
536 810 300
827 677 823
431 890 824
614 140 193
192 466 893
745 898 391
828 145 470
880 399 878
668 357 204
320 544 363
599 243 167
309 831 479
562 34 891
323 13 789
914 352 142
681 765 180
316 920 909
258 821 566
843 556 421
112 627 583
441 624 440
72 137 211
460 359 131
641 536 305
40 218 214
52 732 958
161 497 668
467 508 457
422 436 686
69 677 26
847 269 291
551 620 747
710 34 439
201 863 206
760 126 87
128 753 645
29 204 594
688 445 314
100 734 508
530 517 438
119 916 514
16 228 970
913 538 344
512 778 289
481 142 503
149 788 563
13 807 874
332 887 414
529 322 108
842 766 427
140 219 541
524 557 505
132 402 235
459 204 734
376 642 764
798 551 95
86 862 131
877 274 96
58 93 473
622 719 410
345 219 549
36 279 625
683 178 978
358 755 644
249 123 116
416 349 112
890 18 982
316 300 720
561 478 693
345 6 830
15 749 665
384 861 715
725 499 182
639 577 988
278 526 801
133 566 3
418 94 158
33 129 369
47 858 183
140 169 931
454 867 434
649 376 459
298 701 274
176 241 878
207 320 922
667 643 380
658 437 38
718 374 844
368 546 628
467 648 746
449 125 628
501 235 850
121 152 157
642 633 364
208 902 66
596 195 687
645 460 393
827 457 994
468 674 717
468 62 253
608 620 453
170 462 120
513 84 892
856 892 668
562 694 516
228 336 374
410 629 178
384 642 337
569 329 660
443 319 382
636 251 751
569 276 995
326 373 655
377 384 693
192 899 271
44 640 346
176 607 254
688 57 627
142 445 366
124 253 814
600 654 449
568 759 286
109 668 474
774 849 110
173 220 181
31 222 495
233 492 646
357 789 341
529 272 691
239 591 317
904 836 223
314 708 891
884 281 493
899 531 456
394 262 640
721 22 928
514 250 393
568 345 598
480 637 71
58 286 477
717 261 516
133 475 992
235 119 253
455 356 927
203 494 771
830 668 590
165 365 102
583 901 325
341 889 989
926 911 189
511 704 251
798 332 704
242 715 109
234 218 803
474 112 938
6 686 681
336 782 453
916 518 571
763 919 194
830 451 130
715 531 17
764 713 271
197 908 925
277 563 653
876 731 755
258 453 283
312 2 211
320 880 222
573 912 510
76 439 940
522 756 48
369 81 248
46 238 884
506 269 392
752 362 388
152 142 420
713 820 574
115 8 148
491 236 277
759 268 105
818 733 437
755 361 642
383 328 470
661 252 458
574 270 860
503 701 725
648 426 349
357 331 393
188 612 322
367 333 801
291 149 328
313 183 881
835 38 544
516 264 812
202 578 175
772 145 884
294 626 595
637 547 712
415 826 639
375 149 940
450 719 375
298 436 18
457 772 867
202 646 693
713 474 153
578 535 122
440 278 218
762 212 485
235 80 823
24 186 848
118 679 368
481 658 758
430 824 726
764 261 188
7 51 894
149 764 579
424 857 335
302 247 185
695 925 934
50 221 922
687 776 743
912 261 934
220 374 169
739 252 640
533 591 111
651 786 700
362 671 379
384 484 915
827 875 878
119 461 802
213 616 58
666 646 563
296 845 874
359 395 34
862 624 804
34 749 593
566 680 796
287 85 841
132 775 342
323 903 125
563 124 465
533 909 126
341 684 705
172 660 57
867 432 661
135 629 451
332 716 585
616 778 724
155 611 702
921 182 844
644 580 164
203 871 936
741 475 392
769 577 152
738 360 616
444 630 386
733 371 396
52 482 128
809 2 598
524 300 644
665 768 750
305 787 420
824 414 541
593 293 485
278 918 422
372 69 580
897 467 174
841 672 349
82 712 129
110 206 91
427 668 186
80 82 499
484 789 214
397 231 147
734 752 346
329 202 148
15 113 658
851 402 93
155 258 874
229 83 897
82 354 938
131 874 887
148 648 377
669 159 518
754 163 531
520 544 987
154 781 33
867 618 323
922 278 12
501 502 143
829 113 700
620 903 4
186 632 649
77 599 175
608 828 503
45 894 494
388 395 593
810 630 761
730 828 50
417 227 375
798 865 617
712 829 94
271 604 567
649 746 83
440 249 276
861 424 660
538 321 250
633 863 314
366 146 64
203 161 945
733 746 693
793 309 746
788 577 265
63 558 638
711 342 842
606 199 946
827 809 797
317 719 779
774 396 143
510 800 745
259 75 914
553 155 965
283 193 324
1 284 763
516 58 233
831 828 877
867 123 821
817 529 538
894 707 356
204 322 356
748 332 496
527 72 293
427 561 479
655 64 898
438 558 957
308 352 438
523 323 376
40 613 741
206 39 521
862 877 282
272 29 589
367 399 108
262 334 928
727 769 571
314 843 966
391 123 3
499 261 435
809 895 194
361 377 701
180 846 275
877 583 208
850 540 328
641 211 416
220 147 301
49 688 544
836 647 861
833 593 446
706 114 549
811 548 948
776 454 426
647 468 876
634 344 271
301 682 824
456 726 278
429 774 33
433 881 403
583 439 836
149 263 854
195 514 220
839 781 160
349 308 316
342 161 319
900 128 863
614 859 506
412 337 995
571 442 564
787 909 534
145 603 843
821 208 212
281 711 758
719 858 173
75 151 246
852 307 216
871 337 127
627 628 193
916 130 863
869 291 204
181 437 195
411 624 177
587 605 960
344 298 212
500 609 720
699 213 461
477 896 60
153 829 765
750 827 591
440 520 66
156 801 141
81 300 377
874 780 383
885 822 952
395 172 354
884 219 634
676 474 278
2 465 30
244 33 531
431 920 751
251 465 668
469 231 714
765 391 847
627 911 209
286 690 94
272 779 953
416 438 804
591 771 656
519 643 94
870 764 611
338 753 615
297 913 829
865 654 418
401 449 449
519 844 118
862 546 987
773 53 188
408 428 177
496 238 985
678 757 579
753 177 943
66 113 10
743 6 631
503 586 676
88 485 483
827 451 216
421 595 359
727 698 57
185 829 553
28 226 591
108 252 15
149 911 338
752 148 581
421 760 721
707 146 561
515 886 62
144 19 52
873 630 117
696 595 632
253 525 7
737 62 429
430 420 706
426 288 175
62 780 125
116 926 453
711 271 709
449 849 96
12 444 399
425 924 368
732 33 823
154 674 522
211 706 342
617 363 753
313 556 411
160 779 434
313 431 711
275 588 485
272 111 537
542 104 655
176 273 357
230 37 549
302 557 492
152 674 271
347 781 699
183 803 642
451 350 371
600 655 606
118 397 362
648 240 233
656 340 412
460 48 462
505 141 7
211 189 953
697 150 68
406 68 664
103 134 677
108 124 123
279 91 33
290 196 868
3 532 845
608 755 531
547 46 980
10 638 968
455 912 573
220 285 747
614 457 466
757 323 127
725 329 313
618 108 459
803 252 716
787 872 45
218 2 289
525 332 82
2 197 889
691 231 676
850 574 889
156 273 575
13 603 793
241 924 153
678 518 539
504 217 626
563 395 436
673 277 523
603 35 608
536 912 184
331 391 289
655 455 576
119 907 445
557 589 766
671 171 383
595 631 529
836 618 435
840 302 188
447 589 74
641 372 373
465 586 518
651 311 608
480 17 793
542 149 941
909 59 836
474 600 528
152 890 814
410 249 749
636 423 247
72 81 336
817 6 35
201 530 310
127 402 171
562 817 494
338 29 588
627 120 225
492 772 155
316 798 665
590 506 478
462 532 922
18 6 409
49 699 634
817 875 320
567 357 742
223 8 458
551 558 434
882 717 380
27 907 605
501 143 793
772 92 238
528 757 778
917 642 148
826 399 128
206 40 351
115 671 78
896 456 382
401 375 653
3 421 814
858 347 389
343 70 590
317 910 106
248 286 704
206 518 247
459 250 187
749 642 976
289 434 213
439 674 215
271 268 718
469 158 396
419 662 664
206 236 28
86 460 333
858 381 69
859 532 711
441 560 210
480 876 333
736 547 726
134 319 359
36 152 379
573 301 884
795 203 738
640 671 871
731 218 260
164 361 984
884 736 816
805 419 116
532 596 689
245 778 815
579 32 271
629 351 26
619 59 466
42 775 17
78 621 662
17 687 693
335 229 518
449 637 736
356 72 773
331 488 70
286 608 120
910 491 815
23 528 387
75 841 84
313 190 960
800 829 768
412 15 681
862 852 755
388 302 892
787 346 686
362 919 919
636 138 779
125 715 169
779 893 641
819 1 928
29 853 738
250 117 510
874 6 691
280 179 468
261 160 7
747 197 493
867 16 269
700 698 492
1 196 496
286 532 628
307 880 235
308 798 554
698 497 983
168 85 912
278 560 955
470 839 936
202 557 916
73 557 897
150 221 904
29 823 436
469 423 864
649 412 88
592 57 216
505 196 357
118 290 253
30 217 358
828 926 587
662 860 78
318 353 868
267 788 293
162 719 160
120 109 863
285 532 27
452 225 652
333 335 809
892 161 921
19 776 676
770 873 466
65 247 366
4 368 992
522 102 971
207 761 274
44 904 4
115 386 926
571 544 240
812 296 252
264 806 751
413 143 312
179 111 886
681 153 128
308 568 908
14 533 846
535 887 182
303 674 434
717 538 6
634 439 585
676 326 522
818 772 593
526 233 669
658 766 465
168 237 673
112 755 443
647 561 945
436 96 491
128 582 890
8 704 676
371 163 154
877 437 364
453 916 451
635 926 107
237 317 469
492 518 300
879 154 360
763 230 323
470 684 673
756 186 436
773 873 787
192 245 192
777 650 588
124 557 802
562 11 621
117 616 781
658 780 398
688 724 336
371 896 722
881 46 498
549 148 608
821 261 472
909 585 203
433 404 610
661 108 164
229 180 761
323 237 946
540 385 236
772 233 285
196 573 963
281 673 227
4 744 258
683 376 368
702 453 49
872 823 267
169 790 817
617 840 467
614 885 452
198 423 223
22 49 401
617 172 573
572 135 46
5 652 122
458 903 451
635 420 550
515 852 514
642 369 67
187 87 758
629 577 130
127 381 274
213 778 556
434 222 304
382 301 277
678 286 719
394 521 655
867 898 666
62 896 334
488 901 573
285 87 633
99 7 692
846 238 77
769 902 661
401 558 665
559 671 386
630 581 444
109 203 243
389 516 293
530 546 821
567 444 407
611 453 717
347 52 426
370 901 321
512 587 38
604 729 311
604 590 443
269 567 330
789 13 988
457 360 987
400 722 198
309 399 598
25 90 199
27 524 832
821 31 524
348 117 679
295 127 149
661 835 474
500 195 897
368 193 973
479 159 397
816 538 159
829 339 152
432 677 109
279 390 194
524 594 36
181 729 307
92 277 947
680 128 346
250 166 956
567 198 648
59 740 757
24 255 235
575 780 692
868 206 508
234 650 329
318 110 146
848 222 683
9 290 58
203 350 667
459 800 725
109 274 213
292 334 250
797 316 378
546 424 471
454 795 448
648 531 204
425 365 385
918 636 294
108 720 938
374 89 70
686 698 206
438 60 498
110 4 592
158 826 779
138 594 434
432 40 103
881 238 592
537 772 751
864 686 601
848 679 845
903 464 788
846 724 58
242 393 547
152 880 545
125 619 511
30 746 413
204 45 273
71 687 508
48 922 972
251 318 485
697 319 602
416 440 333
726 885 50
115 516 222
479 101 583
122 392 443
377 530 798
47 751 355
474 765 507
133 494 95
459 833 649
792 183 995
474 907 822
407 608 467
219 405 620
777 605 386
799 230 463
558 834 815
379 733 877
806 370 134
641 175 331
795 12 425
508 891 294
127 390 883
882 687 808
35 218 69
266 699 724
833 572 880
890 709 178
646 34 547
790 470 458
554 108 793
763 47 320
176 790 135
381 238 559
431 195 718
99 225 735
359 220 199
879 804 798
195 721 896
13 197 610
585 107 279
334 705 199
185 214 775
21 386 235
180 624 166
429 242 317
735 340 280
129 586 46
759 481 228
659 694 340
56 165 739
304 224 802
73 55 736
283 843 912
506 810 515
924 146 34
297 890 357
681 736 791
202 695 553
212 112 829
504 637 89
95 317 640
493 186 940
124 669 965
593 235 992
753 815 276
224 343 947
17 626 147
841 722 802
148 855 728
344 456 737
185 506 549
6 484 127
283 247 388
216 370 54
520 844 321
778 455 677
917 379 807
181 580 548
11 131 903
744 863 575
412 364 261
168 107 19
221 32 786
581 434 937
784 164 110
282 729 161
858 663 509
216 568 761
916 210 714
374 737 899
1 797 586
228 471 556
822 736 488
687 424 732
805 534 405
729 786 892
433 18 331
518 216 240
651 592 343
667 207 556
45 739 667
277 130 296
917 123 932
420 353 592
496 98 528
347 423 3
21 76 982
98 869 588
925 234 985
575 811 701
344 584 208
212 128 31
389 159 94
11 280 264
720 41 189
339 530 537
436 101 697
346 242 3
612 238 647
435 682 459
904 167 647
177 49 251
293 632 92
767 870 851
474 924 927
147 387 433
362 294 680
59 269 733
8 342 326
81 55 491
258 659 970
920 219 971
664 842 333
234 533 386
494 412 51
223 160 529
436 678 320
349 848 259
848 188 129
603 59 936
753 7 363
497 99 226
523 352 283
113 765 415
868 314 306
553 539 90
739 332 136
274 517 253
203 807 11
636 294 478
872 497 718
515 926 491
23 719 512
699 745 377
9 87 598
606 176 827
550 138 510
85 815 696
393 765 567
242 583 617
307 565 923
509 322 229
895 395 129
454 155 486
654 347 76
257 560 305
662 805 190
203 74 753
607 337 564
1 264 483
477 425 131
543 694 37
88 313 809
569 225 23
640 620 470
356 514 802
458 545 627
569 495 695
5 811 210
725 175 429
641 733 370
327 699 956
36 407 238
861 483 605
445 224 171
14 394 646
828 839 229
404 638 383
291 366 483
79 218 117
234 428 867
376 344 379
32 147 946
471 679 95
515 537 444
98 471 768
468 8 365
848 174 576
919 517 836
87 584 780
229 25 64
357 579 609
342 244 468
445 220 810
837 157 907
475 312 966
374 734 58
596 673 132
589 118 903
306 134 139
891 312 67
252 124 621
884 148 186
654 62 42
28 429 815
567 761 323
198 819 753
442 598 433
318 180 987
678 877 696
487 576 928
189 62 630
333 872 908
914 360 214
401 549 687
12 649 989
870 832 654
389 476 644
205 518 132
716 539 972
460 388 591
35 733 480
503 445 136
586 839 732
821 15 586
203 512 113
50 918 967
671 179 434
592 889 984
483 407 464
60 901 584
165 498 147
663 440 501
470 577 710
765 270 442
509 325 792
837 760 131
901 521 445
287 90 352
201 293 742
663 775 392
46 812 917
824 597 438
587 758 894
374 16 926
663 790 594
564 482 887
102 340 365
554 606 808
94 32 890
354 222 939
74 617 727
905 648 543
60 420 192
761 171 57
29 835 50
320 508 652
120 301 48
626 680 390
184 549 549
585 359 508
32 439 355
730 587 248
884 178 972
633 858 680
346 800 425
190 204 285
619 909 544
230 715 407
588 675 960
182 645 219
916 789 230
431 392 33
503 597 901
326 818 807
640 850 430
858 136 396
199 138 125
364 94 333
447 149 677
272 828 892
675 85 785
376 607 400
588 388 93
216 717 272
843 125 26
48 492 404
390 871 34
621 163 810
578 769 601
673 599 104
707 504 67
252 258 303
177 216 732
493 828 349
650 728 708
259 912 704
481 795 462
538 613 806
884 909 607
340 918 20
719 552 510
686 423 947
585 131 92
521 906 576
591 836 2
148 336 483
700 710 41
507 343 403
593 572 26
654 486 389
42 501 952
635 303 219
488 318 425
176 713 35
570 56 310
640 712 943
505 755 163
855 383 152
358 696 1
505 872 822
732 27 107
613 478 369
114 436 942
74 619 902
87 699 643
644 926 498
734 206 231
581 272 204
236 767 355
120 829 371
262 725 744
236 183 808
890 221 377
269 267 937
410 127 201
201 168 872
374 638 434
380 278 571
144 179 691
899 636 939
843 767 457
776 807 908
159 480 805
899 756 267
109 203 330
226 121 328
317 805 118
97 154 637
245 99 745
837 308 579
9 530 294
216 56 910
618 711 837
57 36 457
383 159 817
272 286 917
586 712 323
56 627 286
840 579 630
166 752 146
656 414 426
779 396 278
470 150 55
140 431 648
654 104 792
668 680 629
712 382 3
695 474 906
585 443 159
502 593 17
205 770 888
885 905 415
345 810 347
290 229 82
610 112 370
303 542 791
828 50 228
449 592 495
494 437 946
255 718 358
737 875 487
128 496 714
425 76 441
843 698 797
513 334 805
83 469 604
336 282 39
702 765 368
889 555 274
179 914 840
88 414 876
760 546 509
333 390 465
312 913 698
409 563 14
510 398 611
743 605 196
662 269 356
568 583 625
171 599 419
561 699 711
668 603 336
364 866 196
340 655 710
899 881 741
167 598 825
748 33 325
107 498 986
879 353 189
447 107 20
272 518 34
718 633 336
573 325 660
348 341 897
20 226 109
282 184 358
538 780 269
645 95 238
627 334 850
832 495 53
17 301 365
856 268 758
109 211 767
333 320 381
377 898 402
750 478 405
330 475 745
406 759 229
899 263 671
215 322 783
382 641 491
670 768 353
324 852 152
397 915 757
767 395 738
428 847 887
235 267 677
27 355 476
470 133 415
381 35 820
295 494 86
209 899 524
433 746 761
579 304 319
243 505 957
40 281 937
51 149 967
458 819 462
106 871 211
472 888 197
469 128 934
188 556 625
595 457 610
603 498 496
597 885 236
418 351 713
316 740 23
21 926 159
158 732 855
164 75 734
313 117 749
537 729 118
285 484 469
592 43 297
436 820 861
455 343 928
513 884 503
615 180 430
118 925 285
631 720 670
388 138 735
701 470 941
646 486 664
800 96 426
271 89 850
307 176 784
102 561 652
879 414 560
181 507 884
484 910 5
660 878 527
196 77 545
136 832 401
587 373 698
265 24 280
78 532 284
804 856 540
239 374 971
15 151 566
3 254 38
649 279 238
759 46 238
786 736 270
657 602 513
790 831 364
767 1 105
335 367 993
190 94 413
619 591 876
144 289 69
595 588 491
281 292 983
542 861 129
712 64 306
865 330 94
2 40 563
750 640 730
296 681 569
277 8 193
846 660 424
565 562 777
829 235 736
50 765 283
208 753 265
151 735 919
557 446 301
299 187 931
139 764 3
675 261 347
848 569 854
313 236 929
400 82 774
314 666 69
142 688 398
588 109 226
691 69 80
609 261 533
919 515 834
87 528 798
484 844 78
295 195 282
572 97 114
432 426 363
457 732 579
8 233 708
742 319 727
597 104 335
660 65 844
456 564 138
342 243 184
639 315 434
504 864 401
273 306 20
703 607 122
34 66 77
369 917 176
340 70 245
330 751 962
904 202 102
34 697 562
563 616 1000
423 300 565
222 279 901
142 176 710
411 873 753
471 225 932
199 859 664
599 20 680
797 79 984
671 627 599
8 820 810
279 661 562
838 47 743
262 460 296
306 493 281
678 241 623
841 312 285
504 95 578
337 339 901
495 444 386
389 295 531
125 69 835
18 617 272
114 51 344
58 721 668
50 361 300
711 327 968
133 619 179
858 664 819
745 654 644
793 758 50
450 761 724
300 152 598
17 488 547
772 754 141
11 14 505
861 295 930
746 216 834
375 592 236
622 871 128
26 586 727
450 831 104
32 544 616
541 365 711
454 641 302
764 739 37
310 781 184
663 216 686
778 607 268
231 797 630
416 608 551
486 393 760
569 678 103
578 69 23
1 768 961
855 326 895
285 383 460
694 68 476
918 514 943
876 832 868
920 110 457
232 45 732
187 688 989
82 701 904
239 807 28
88 686 481
719 240 343
137 228 456
277 376 965
920 764 565
379 904 773
565 342 964
565 269 292
588 580 850
379 617 850
150 656 585
555 814 434
857 363 733
749 544 538
553 226 994
899 332 953
447 877 54
912 613 724
462 504 482
758 361 976
273 909 457
438 426 582
873 464 739
836 329 260
4 763 467
890 558 567
485 318 829
889 1968
258 239 912
205 584 816
128 278 937
211 119 43
599 330 746
213 321 766
792 604 282
699 137 560
122 105 250
886 726 25
458 821 347
461 861 382
603 452 552
326 706 128
407 86 346
514 415 55
83 309 365
887 74 61
20 548 154
44 573 787
340 658 703
664 877 220
837 449 728
869 443 955
572 457 922
442 147 110
70 379 800
705 283 124
619 276 518
140 229 538
738 681 630
867 30 240
620 638 276
648 658 645
58 806 63
385 189 795
608 336 658
617 218 418
839 709 687
226 346 92
610 836 738
72 461 748
332 545 930
244 250 533
721 417 431
22 704 832
710 844 411
779 537 994
797 380 815
182 446 95
527 835 230
64 531 179
444 396 872
187 434 294
556 231 393
195 126 702
239 92 739
5 354 649
482 399 847
133 617 493
412 299 618
215 31 52
420 365 448
551 312 495
405 801 784
270 42 235
478 601 425
97 58 431
504 544 461
514 889 132
789 470 44
869 319 321
334 770 20
654 381 857
572 31 423
825 270 477
472 38 237
53 443 132
26 743 543
651 523 752
262 837 849
635 850 455
736 773 583
198 251 258
202 246 874
510 13 29
111 706 80
478 716 239
546 366 607
1 769 336
797 47 188
454 458 816
499 457 618
803 127 543
688 730 747
753 203 817
80 273 210
96 176 293
748 84 251
755 762 251
219 80 744
369 287 534
768 597 173
254 560 649
10 64 814
164 77 893
865 651 76
776 772 953
357 298 957
888 72 698
623 774 648
762 142 192
664 303 522
774 376 354
425 616 612
529 210 101
360 631 962
158 667 959
8 811 447
203 132 943
